Building Use Type,Building Use Subtype,Continent,Country,Total Users,Floors Above Ground,Floors Below Ground,Structure Type,Total Embodied Carbon PER m2
Residential,Single family house,Europe,France,1.95,2.172361299548957,0.0,massive brick,122.59500000000001
Residential,Single family house,Europe,France,1.9,2.1713914450056535,0.0,massive brick,646.605
Residential,Single family house,Europe,France,2.05,2.174909058765637,0.0,massive brick,534.345
Residential,Single family house,Europe,France,1.93,2.1719287673887635,0.0,massive brick,105.745
Residential,Single family house,Europe,France,1.95,2.172341031211288,0.0,massive brick,601.8399999999999
Residential,Single family house,Europe,France,1.98,2.172898621932067,0.0,massive brick,82.375
Residential,Single family house,Europe,France,1.95,2.172341031211288,0.0,massive brick,512.35
Residential,Single family house,Europe,France,2.06,2.174486872209157,0.0,massive brick,102.08999999999999
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,349.48
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,441.135
Residential,Multi-family house,Europe,France,46.0,4.0,0.0,massive concrete,346.515
Residential,Single family house,Europe,France,2.0,2.1737567891833116,0.0,massive brick,79.57499999999999
Residential,Single family house,Europe,France,6.0,2.0,0.0,massive brick,663.685
Residential,Single family house,Europe,France,3.0,2.0,0.0,massive brick,750.2950000000001
Residential,Single family house,Europe,France,5.0,1.0,0.0,massive brick,569.965
Residential,Single family house,Europe,France,4.0,1.0,0.0,massive brick,582.46
Residential,Single family house,Europe,France,4.0,1.0,0.0,massive brick,544.22
Residential,Single family house,Europe,France,4.0,1.0,0.0,massive brick,623.77
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,109.94
Residential,Single family house,Europe,France,2.0,2.173087934040231,0.0,massive brick,547.905
Residential,Single family house,Europe,France,2.0,2.1744459126640607,0.0,massive brick,488.585
Residential,Single family house,Europe,France,2.0,2.1733514224299295,0.0,massive brick,94.88
Residential,Single family house,Europe,France,2.0,2.173047397364893,0.0,massive brick,62.525
Residential,Single family house,Europe,France,2.0,2.0,1.0,massive brick,64.61
Residential,Single family house,Europe,France,2.02,2.0,0.0,massive brick,77.95
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,89.56
Residential,Single family house,Europe,France,2.0,1.0,1.0,massive brick,121.665
Residential,Single family house,Europe,France,2.0,2.0,1.0,massive brick,377.3999999999995
Residential,Single family house,Europe,France,5.0,2.0,0.0,frame wood,61.515
Residential,Single family house,Europe,France,4.0,2.0,0.0,frame wood,62.2
Residential,Single family house,Europe,France,4.0,2.0,0.0,frame wood,61.41
Residential,Single family house,Europe,France,4.0,2.0,0.0,frame wood,55.735
Residential,Single family house,Europe,France,2.0,2.0,1.0,massive brick,352.48
Non-residential,Office,Europe,France,12.0,2.343831327732103,0.0,massive brick,142.065
