target
46.3404928555
46.3404928555
46.3404928555
94.42747335549998
94.42747335549998
94.42747335549998
85.52698050000001
85.52698050000001
62.01527820000001
62.01527820000001
19.669980000000002
19.669980000000002
73.15563999999999
73.15563999999999
60.622122399999995
93.5399224
93.5399224
93.5399224
47.696901600000004
47.696901600000004
97.1069016
97.1069016
55.9348782
55.9348782
61.440492855500004
61.440492855500004
52.8256832555
52.8256832555
52.8256832555
5.840800000000001
5.840800000000001
64.50282820000001
64.50282820000001
9.23755
9.23755
8.92755
8.92755
20.25
20.25
13.5
45.16807
45.16807
2.48755
25.113638
25.113638
25.113638
25.113638
25.113638
25.113638
25.113638
23.887430750000004
23.887430750000004
23.887430750000004
23.887430750000004
23.887430750000004
23.887430750000004
23.887430750000004
28.536962
28.536962
28.536962
28.536962
28.536962
28.536962
28.536962
43.7
17.3412
17.3412
17.076878999999998
17.076878999999998
17.076878999999998
29.329140000000002
29.329140000000002
29.329140000000002
1.85328
1.85328
1.85328
12.611538
12.611538
12.611538
12.611538
14.692860000000001
81.75744
81.75744
81.75744
6.4563500000000005
6.4563500000000005
9.809600000000001
9.809600000000001
10.3281
10.3281
13.949520000000001
37.47744
6.4851904
6.4851904
40.3
3.16
6.28
6.28
12.06
14.11
11.352272727272728
11.352272727272728
