Building Public ID,Building Type,Building Use,Building Location Region,Building New or Renovation,Building Area in Square Meters,Building Area in Square Feet,Building Storeys,Life Cycle Assessment Year,Life Cycle Assessment Reference Period,Life Cycle Assessment Source Code,Life Cycle Assessment Stages,Life Cycle Assessment Building Scope,Life Cycle Assessment Material Quantity,Embodied Carbon Whole Building Excluding Operational,Embodied Carbon Life Cycle Assessment Area Per Square Meter,Minimum Building Area in Square Meters,Maximum Building Area in Square Meters,Minimum Building Area in Square Feet,Maximum Building Area in Square Feet,Minimum Building Storeys,Maximum Building Storeys
A00,Commercial,Mixed use,Middle East,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,2567.39,2521.63,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,1699.34,1332.55,46452,92903,500001,1000000,7,14
A00,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,1303.39,1031.76,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2016,40,41,AB,SF,Y,1211.33,938.69,930,2323,10001,25000,1,6
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,15 to 25,2016,40,41,AB,SF,Y,1087.86,937.59,92903,inf,1000000,inf,15,25
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,992.27,923.3,46452,92903,500001,1000000,1,6
A00,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,1185.57,917.93,18581,46451,200001,500000,1,6
A00,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,1140.08,882.65,18581,46451,200001,500000,1,6
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,856.41,844.49,46452,92903,500001,1000000,1,6
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,840.69,772.05,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,968.37,748.03,92903,inf,1000000,inf,25,inf
A00,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,906.85,740.7,46452,92903,500001,1000000,1,6
A00,Commercial,Other,North America,New,Over 92903,Over 1 million,15 to 25,2016,40,41,AB,SF,Y,830.01,733.88,92903,inf,1000000,inf,15,25
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,913.19,731.63,18581,46451,200001,500000,25,inf
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,944.42,730.52,46452,92903,500001,1000000,1,6
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,1 to 6,2016,40,41,AB,SF,Y,920.16,724.64,92903,inf,1000000,inf,1,6
A00,Commercial,Mixed use,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,918.44,722.29,9291,18580,100001,200000,1,6
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,936.09,717.52,46452,92903,500001,1000000,7,14
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,764.22,704.78,18581,46451,200001,500000,1,6
A00,Commercial,Lodging,Middle East,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,888.08,687.05,92903,inf,1000000,inf,25,inf
A00,Commercial,Other,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,834.06,685.14,4646,9290,500001,100000,1,6
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,844.54,682.25,18581,46451,200001,500000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,837.65,674.22,18581,46451,200001,500000,15,25
A00,Commercial,Office,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",7 to 14,2016,40,41,AB,SF,Y,794.88,673.25,4646,9290,500001,100000,7,14
A00,Commercial,Mixed use,Europe,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,726.44,645.19,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,708.31,643.89,18581,46451,200001,500000,15,25
A00,Commercial,Mixed use,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,747.62,636.62,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,803.17,620.59,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,779.14,619.74,9291,18580,100001,200000,7,14
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,781.31,603.72,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Middle East,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,749.32,595.91,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,712.96,590.35,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,769.74,583.2,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,635.78,582.83,9291,18580,100001,200000,1,6
A00,Residential,Multi-family,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,728.34,581.32,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,670.62,579.16,4646,9290,500001,100000,1,6
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,686.86,578.9,18581,46451,200001,500000,1,6
A00,Commercial,Office,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,713.19,575.17,9291,18580,100001,200000,7,14
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,15 to 25,2016,40,41,AB,SF,Y,710.71,574.36,92903,inf,1000000,inf,15,25
A00,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,707.13,572.07,46452,92903,500001,1000000,1,6
A00,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,695.77,563.73,46452,92903,500001,1000000,7,14
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,665.67,561.49,18581,46451,200001,500000,25,inf
A00,Residential,Multi-family,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,692.97,553.79,46452,92903,500001,1000000,25,inf
A00,Commercial,Lodging,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",More than 25,2016,40,41,AB,SF,Y,641.71,542.2,4646,9290,500001,100000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,667.47,533.9,46452,92903,500001,1000000,25,inf
A00,Commercial,Lodging,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,690.45,533.58,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",15 to 25,2016,40,41,AB,SF,Y,601.09,529.3,9291,18580,100001,200000,15,25
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,662.42,525.5,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Middle East,New,Over 92903,Over 1 million,1 to 6,2016,40,41,AB,SF,Y,684.39,522.68,92903,inf,1000000,inf,1,6
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,656.95,521.6,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2016,40,41,AB,SF,Y,636.14,517.89,466,929,5001,10000,1,6
A00,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,649.63,517.12,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,666.56,514.75,46452,92903,500001,1000000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,615.94,511.46,18581,46451,200001,500000,15,25
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,634.04,511.39,46452,92903,500001,1000000,7,14
A00,Commercial,Mixed use,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,653.81,505.26,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,651.81,503.81,46452,92903,500001,1000000,15,25
A00,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,601.58,501.89,46452,92903,500001,1000000,1,6
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,639.32,493.88,18581,46451,200001,500000,1,6
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,570.98,492.23,18581,46451,200001,500000,7,14
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,7 to 14,2016,40,41,AB,SF,Y,560.63,491.75,92903,inf,1000000,inf,7,14
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,637.23,491.74,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,634.29,490.19,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,15 to 25,2016,40,41,AB,SF,Y,606.78,490.11,92903,inf,1000000,inf,15,25
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,587.14,485.95,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,595.56,485.79,18581,46451,200001,500000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,599.12,478.97,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,611.95,473.77,9291,18580,100001,200000,1,6
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,570.73,473.32,92903,inf,1000000,inf,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,592.36,473.26,46452,92903,500001,1000000,7,14
A00,Commercial,Other,Asia-Pacific,New,Over 92903,Over 1 million,7 to 14,2016,40,41,AB,SF,Y,569.02,472.28,92903,inf,1000000,inf,7,14
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,7 to 14,2016,40,41,AB,SF,Y,573.27,471.3,92903,inf,1000000,inf,7,14
A00,Residential,Multi-family,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,584.9,470.11,46452,92903,500001,1000000,25,inf
A00,Commercial,Mixed use,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,576.23,469.77,46452,92903,500001,1000000,25,inf
A00,Commercial,Mixed use,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,606.36,467.69,4646,9290,500001,100000,1,6
A00,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",7 to 14,2016,40,41,AB,SF,Y,590.23,466.84,930,2323,10001,25000,7,14
A00,Residential,Multi-family,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,552.83,465.66,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,572.91,465.02,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,591.39,464.89,18581,46451,200001,500000,25,inf
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,563.33,464.32,46452,92903,500001,1000000,15,25
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,520.71,462.89,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,546.87,457.53,46452,92903,500001,1000000,15,25
A00,Commercial,Mixed use,Middle East,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,569.86,455.78,92903,inf,1000000,inf,25,inf
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,584.46,451.28,46452,92903,500001,1000000,7,14
A00,Commercial,Office,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,504.79,446.21,9291,18580,100001,200000,7,14
A00,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,555.91,440.55,9291,18580,100001,200000,7,14
A00,Commercial,Lodging,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,518.02,439.96,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,564.22,439.41,46452,92903,500001,1000000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,550.38,436.33,9291,18580,100001,200000,7,14
A00,Commercial,Parking,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,529.36,436.12,18581,46451,200001,500000,1,6
A00,Commercial,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,540.7,435.64,9291,18580,100001,200000,7,14
A00,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2016,40,41,AB,SF,Y,555.11,434.15,2324,4645,25001,50000,1,6
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,538.43,432.01,18581,46451,200001,500000,15,25
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,543.65,430.91,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,551,425.53,18581,46451,200001,500000,15,25
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,530.69,423.37,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,474.65,422.82,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,510.01,418.31,46452,92903,500001,1000000,15,25
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,502.08,416.98,18581,46451,200001,500000,1,6
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,527.01,416.63,92903,inf,1000000,inf,25,inf
A00,Commercial,Mixed use,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,521.48,415.61,18581,46451,200001,500000,7,14
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,493.18,415.26,18581,46451,200001,500000,1,6
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,510.08,413.97,18581,46451,200001,500000,1,6
A00,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",7 to 14,2016,40,41,AB,SF,Y,508.7,404.68,2324,4645,25001,50000,7,14
A00,Residential,Multi-family,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,507.88,403.27,46452,92903,500001,1000000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",7 to 14,2016,40,41,AB,SF,Y,505.64,401.06,4646,9290,500001,100000,7,14
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,493.66,398.34,92903,inf,1000000,inf,25,inf
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,494.99,395.21,18581,46451,200001,500000,25,inf
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,505.14,391.98,46452,92903,500001,1000000,15,25
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,493.48,387.9,18581,46451,200001,500000,25,inf
A00,Commercial,Lodging,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,501.7,386.92,46452,92903,500001,1000000,25,inf
A00,Residential,Multi-family,North America,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,495.34,382.12,46452,92903,500001,1000000,15,25
A00,Residential,Multi-family,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,479.89,377.97,18581,46451,200001,500000,25,inf
A00,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,496.26,376.77,4646,9290,500001,100000,1,6
A00,Commercial,Office,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,465.87,376.55,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,582.73,374.09,18581,46451,200001,500000,7,14
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,483.64,373.32,46452,92903,500001,1000000,7,14
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,456.99,371.39,18581,46451,200001,500000,1,6
A00,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,459.71,371.22,9291,18580,100001,200000,1,6
A00,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,450.49,369.65,46452,92903,500001,1000000,25,inf
A00,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,452.68,369.16,9291,18580,100001,200000,1,6
A00,Commercial,Lodging,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,434.29,367.59,46452,92903,500001,1000000,15,25
A00,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,433.19,367.47,9291,18580,100001,200000,1,6
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,482.28,365.74,18581,46451,200001,500000,7,14
A00,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,450.66,363.77,18581,46451,200001,500000,7,14
A00,Commercial,Other,Asia-Pacific,New,Over 92903,Over 1 million,7 to 14,2016,40,41,AB,SF,Y,459.44,363.71,92903,inf,1000000,inf,7,14
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,458.4,359.4,46452,92903,500001,1000000,7,14
A00,Commercial,Office,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,440.55,356.64,9291,18580,100001,200000,7,14
A00,Commercial,Office,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",15 to 25,2016,40,41,AB,SF,Y,448.38,354.58,9291,18580,100001,200000,15,25
A00,Commercial,Mixed use,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,443.63,351.45,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,Middle East,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,453.41,349.87,46452,92903,500001,1000000,15,25
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,435.03,349.02,18581,46451,200001,500000,15,25
A00,Commercial,Lodging,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,418.3,345.82,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,399.2,344.79,9291,18580,100001,200000,1,6
A00,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,395.53,344.24,4646,9290,500001,100000,1,6
A00,Residential,Multi-family,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,426.27,343.97,92903,inf,1000000,inf,25,inf
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,434.42,341.67,18581,46451,200001,500000,25,inf
A00,Residential,Multi-family,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,437.6,337.64,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,383.18,336.78,18581,46451,200001,500000,1,6
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,404.09,334.13,18581,46451,200001,500000,25,inf
A00,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2016,40,41,AB,SF,Y,426.59,333.84,18581,46451,200001,500000,25,inf
A00,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,432.74,333.82,18581,46451,200001,500000,1,6
A00,Commercial,Office,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,422.99,330.38,9291,18580,100001,200000,7,14
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,426.79,329.21,18581,46451,200001,500000,15,25
A00,Commercial,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,395.87,320.76,9291,18580,100001,200000,1,6
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,407.74,317.23,46452,92903,500001,1000000,25,inf
A00,Commercial,Parking,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,379.02,314.93,18581,46451,200001,500000,1,6
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,394.48,314.44,92903,inf,1000000,inf,25,inf
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,414.77,313.63,46452,92903,500001,1000000,25,inf
A00,Residential,Multi-family,South America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,389.67,310.47,18581,46451,200001,500000,15,25
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,349.88,310.4,46452,92903,500001,1000000,15,25
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,381.22,309.79,18581,46451,200001,500000,7,14
A00,Residential,Multi-family,Europe,New,46452 to 92903,"500,001 to 1 million",15 to 25,2016,40,41,AB,SF,Y,386.53,308.56,46452,92903,500001,1000000,15,25
A00,Commercial,Lodging,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,386.06,308.43,18581,46451,200001,500000,7,14
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,More than 25,2016,40,41,AB,SF,Y,389.57,308.32,92903,inf,1000000,inf,25,inf
A00,Commercial,Lodging,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,378.23,300.12,18581,46451,200001,500000,7,14
A00,Residential,Multi-family,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,387.69,299.21,9291,18580,100001,200000,7,14
A00,Residential,Multi-family,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,358.06,296.6,46452,92903,500001,1000000,25,inf
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,367.79,293.19,18581,46451,200001,500000,15,25
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,317.25,290,46452,92903,500001,1000000,1,6
A00,Commercial,Other,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",1 to 6,2016,40,41,AB,SF,Y,359.02,287.36,2324,4645,25001,50000,1,6
A00,Residential,Multi-family,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,356.56,284.02,9291,18580,100001,200000,7,14
