Building Use Type,Building Use Subtype,Continent,Country,Total Users,Floors Above Ground,Floors Below Ground,Structure Type,Total Embodied Carbon PER m2
0,6,1,7,317.7162712891403,7.181117098760171,0.49545250263047524,7,521.0
0,6,1,7,317.7162712891403,7.181117098760171,0.49545250263047524,7,414.49999999999994
0,6,1,7,203.40675415822687,5.266764626202484,0.3822194107742968,7,430.99999999999994
0,6,1,7,347.7389818029225,7.6839103179732335,0.5251924964884249,7,422.99999999999994
1,4,1,7,243.31054510876316,5.935037249409336,0.42174743730718006,7,355.99999999999994
1,4,1,7,243.31054510876316,5.935037249409336,0.42174743730718006,7,376.50000000000006
1,4,1,7,243.31054510876316,5.935037249409336,0.42174743730718006,7,404.5
1,4,1,7,243.31054510876316,5.935037249409336,0.42174743730718006,7,408.0
1,4,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,401.99999999999994
1,4,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,480.0
1,4,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,255.49999999999997
1,4,1,7,168.90481892838596,4.6889574000585,0.34804237198388477,7,453.5
1,4,1,7,357.501013077788,7.847395994208062,0.5348626010588413,7,391.5
1,4,1,7,95.86071753710968,3.4656808119507856,0.2756861093560058,7,479.0
1,4,1,7,95.86071753710968,3.4656808119507856,0.2756861093560058,7,459.0
1,11,1,7,59.46143628966922,2.8560985496483577,0.2396295913998497,7,403.5
1,11,1,7,59.312624837308476,2.853606389949656,0.23948218126920315,7,431.49999999999994
1,11,1,7,59.71441575868249,2.8603352211361504,0.23988018862194893,7,414.49999999999994
1,11,1,7,59.38703056348885,2.854852469799007,0.23955588633452646,7,452.99999999999994
1,11,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,293.0
1,11,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,535.5
1,11,1,7,59.982276372931835,2.864821108593813,0.24014552685711268,7,342.0
1,11,1,7,59.044764223059104,2.849120502491993,0.23921684303403928,7,521.5
1,11,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,434.0
1,11,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,524.5
1,11,1,7,59.49119858014137,2.856596981588098,0.23965907342597903,7,412.0
0,5,1,7,168.90481892838596,4.6889574000585,0.34804237198388477,7,387.0
0,5,1,7,689.7449021910263,13.411516345514348,0.8639778292469518,7,349.5
0,5,1,7,168.90481892838596,4.6889574000585,0.34804237198388477,7,428.5
0,5,1,7,168.90481892838596,4.6889574000585,0.34804237198388477,7,417.0
0,5,1,7,94.49909274800879,3.442877550707666,0.2743373066605894,7,451.49999999999994
0,5,1,7,317.7162712891403,7.181117098760171,0.49545250263047524,7,326.0
