Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
125,125,1,UK,RICS125,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,31833.0,,,,12.0,7-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,1,UK,RICS126,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,35760.0,,,,12.0,7-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,1,UK,RICS127,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,12470.0,,,,4.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,1,UK,RICS128,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,126872.0,,,,15.0,15-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,UK,RICS129,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,7472.0,,,,5.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,1,UK,RICS130,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,11170.0,,,,5.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,1,UK,RICS131,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,11117.0,,,,5.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,1,UK,RICS132,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,11170.0,,,,5.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,1,UK,RICS133,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,9372.0,,,,5.0,1-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,1,UK,RICS134,RICS,BUILD,Non-residential,Office,In use,United Kingdom,,1990.0,1990-1994,As-built measurement,Other,13209.0,,,,12.0,7-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,GLEI,A,PC,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756733937198484,0.243266062801515,,,,,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,UK,RICS139,RICS,BUILD,Residential,,New Built,United Kingdom,,2015.0,2015-2019,As-built measurement,Other,25000.0,,,,6.0,1-6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bath ICE Database,No,GL,A,P,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,1,UK,RICS140,RICS,BUILD,Residential,,New Built,United Kingdom,,2015.0,2015-2019,As-built measurement,Other,32000.0,,,,7.0,7-14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,Bath ICE Database,No,GL,A,P,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,not in scope,,0.004468375,,0.004468375,,,,,,,,,,,,,,,,,,,,,,,0.004468375,,,,,,,,,,,,,,,,,,0.004468375,,,,,,,0.004468375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223795.00377654,4475.90007553081,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,1,BE,DH_P1_EPB-solid,KU Leuven,KU Leuven,Residential,Single family house,New Built,Belgium,,,>2020,Conceptual design,Other,278.5,,1-5000,5.0,,,,massive brick,,New Standard,-,No certification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,9.73815526257356,542.415248125347,5.46899924075724,3.94606246383182,,0.323093557984484,304.623257710178,219.795679235432,,17.9963111797357,,,,,,,,,,,,,,,,4.84156341360409,0.627435827153154,3.94606246383182,,40.0492087800725,0.183729824053247,0.139363733931237,,,,,,,,,,,,5.80987609632491,0.752922992583785,3.94606246383182,,40.0492087800725,0.220475788863896,0.167236480717484,10.8965738223219,,,,,,,0.420261495345764,0.365509112213994,0.0325242812374206,,,0.0210216335581349,0.0012064683362139,,0.538901407460043,0.309598283088989,0.0381230057148326,0.177339214618261,,0.0118430547935851,0.0019978492443747,,2.94296547868962,1.8006926996995,0.195591898759966,0.827470020214065,,0.054070768501154,0.0651400915149394,,4.8154160133263,1.89355680765168,0.329923269549522,2.43047989630192,,0.0940220044256734,0.0674340353974873,,1.02061086775183,0.472206510949924,0.0312733718914123,0.510773332697572,,0.0027723627746995,0.0035852894382219,,,,,,,,,,102.688853590502,1.71148089317504,24.9692823019658,0.416154705032763,1.8436059890575,0.0307267664842916,,,0.53318375032923,0.0690972231144255,0.362137909417749,,0.0202334965521223,0.0153476205864724,0.53318375032923,0.0690972231144255,0.362137909417749,,0.0202334965521223,0.0153476205864724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,1,BE,DH_P1_EPB-timber,KU Leuven,KU Leuven,Residential,Single family house,New Built,Belgium,,,>2020,Conceptual design,Other,278.5,,1-5000,5.0,,,,frame wood,,New Standard,-,No certification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,6.75682828538697,376.355335496054,3.55666881554727,2.92604788946243,,0.274111580377264,198.106453025983,162.980867443057,,15.2680150270136,,,,,,,,,,,,,,,,3.24879152230295,0.307877293244317,2.92604788946243,,37.2181546771621,0.113147300822117,0.160964279555146,,,,,,,,,,,,3.89854982676354,0.369452751893181,2.92604788946243,,37.2181546771621,0.13577676098654,0.193157135466175,7.52298436457188,,,,,,,0.420261495345764,0.365509112213994,0.0325242812374206,,,0.0210216335581349,0.0012064683362139,,0.364300868688989,0.15275659863549,0.0144004932022811,0.188842518646037,,0.0053827740778284,0.002918484127352,,2.09412458715687,1.10639132806353,0.0985456319366875,0.828291292982114,,0.0304303539613443,0.0304659802131855,,2.85753046644351,1.15192797244,0.131133514976515,1.3981407451367,,0.0535401764501101,0.122788057440173,,1.02061086775183,0.472206510949924,0.0312733718914123,0.510773332697572,,0.0027723627746995,0.0035852894382219,,,,,,,,,,147.998433253469,2.46664055422449,26.8686077715084,0.44781012952514,2.657063433635,0.0442843905605834,,,0.518218520448222,0.0491098657114125,0.388947756324221,,0.0180482577666858,0.0256755997494576,0.518218520448222,0.0491098657114125,0.388947756324221,,0.0180482577666858,0.0256755997494576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,1,BE,DH_P1_Passive,KU Leuven,KU Leuven,Residential,Single family house,New Built,Belgium,,,>2020,Conceptual design,Other,278.5,,1-5000,5.0,,,,massive brick,,New Advanced,-,No certification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,10.2623191406874,571.61117613629,5.76446835108536,4.1344523772085,,0.363398412393574,321.080887155454,230.288997410513,,20.241291570322,,,,,,,,,,,,,,,,5.12846833658829,0.636000014497065,4.1344523772085,,36.2321510858832,0.181569947626106,0.181828464767467,,,,,,,,,,,,6.15416200390595,0.763200017396478,4.1344523772085,,36.2321510858832,0.217883937151328,0.21819415772096,11.4878924933832,,,,,,,0.470371077979904,0.40909033310826,0.0364022909440716,,,0.0235281331912248,0.0013503207363469,,0.538901407460043,0.309598283088989,0.0381230057148326,0.177339214618261,,0.0118430547935851,0.0019978492443747,,3.24227428390148,1.99235352340782,0.208462204328998,0.916577899059331,,0.056177238616349,0.0687034184889792,,4.99016150359417,1.94521968603329,0.32173914161775,2.52976193083333,,0.0872491582502482,0.106191586859544,,1.02061086775183,0.472206510949924,0.0312733718914123,0.510773332697572,,0.0027723627746995,0.0035852894382219,,,,,,,,,,97.4438610114217,1.62406435019036,27.5997965903166,0.459996609838611,1.74944095173109,0.0291573491955181,,,0.535708530302718,0.0664351636156122,0.359896506656017,,0.0189663976466375,0.0189934017790152,0.535708530302718,0.0664351636156122,0.359896506656017,,0.0189663976466375,0.0189934017790152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,1,BE,DH_P2_EPB-solid,KU Leuven,KU Leuven,Residential,Single family house,New Built,Belgium,,,>2020,Conceptual design,Other,235.81,,1-5000,5.0,,,,massive brick,,New Standard,-,No certification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,GLEIS,ABC,PCMODW,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,,10.5652595278681,498.278769853315,5.87030341271982,4.34066523582616,,0.354290879322113,276.855249550692,204.714453852033,,16.7090664505895,,,,,,,,,,,,,,,,5.19814265295987,0.672160759759951,4.34066523582616,,43.1825962232561,0.196179052885583,0.158111826436529,,,,,,,,,,,,6.23777118355185,0.806592911711942,4.34066523582616,,43.1825962232561,0.2354148634627,0.189734191723835,11.8101783862764,,,,,,,0.474491913691222,0.41267429932716,0.0367212048133944,,,0.0237342588992327,0.0013621506514343,,0.507426740467832,0.291516120513994,0.0358964223491073,0.166981674913405,,0.0111513583150855,0.0018811643762395,,3.14080910601488,1.87139988752608,0.200716396772751,0.937775978779516,,0.0549315100265857,0.0759853329099433,,5.23715402006308,2.06485965529301,0.361891770930256,2.63266610316172,,0.1030876665685,0.0746488241095955,,1.20537774763107,0.557692690299622,0.0369349648944418,0.603241478971519,,0.0032742590761792,0.0042343543893169,,,,,,,,,,94.6498282756129,1.57749713792688,23.1574774900043,0.385957958166738,2.00690870352429,0.0334484783920716,,,0.528169091061332,0.0682964207085312,0.367535958717613,,0.019933218259959,0.0160653112525639,0.528169091061332,0.0682964207085312,0.367535958717613,,0.019933218259959,0.0160653112525639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
