Unique ID,Material,Sub-material,Quantity of declared unit,Units of declared unit,Weight per declared unit - kg,Density of material - kg per m3,Density range - low - kg per m3,Density Range - high - kg per m3,Carbon sequestration included?,Carbon Storage Amount (Kg CO2 per unit),Embodied Carbon (kg CO2e per declared unit),Embodied Carbon per kg (kg CO2e per kg)
52bdfeb3-979f-4fcd-b4eb-6ffbda643c52,AggregateSand,"AggregateSand, General aggregate and sand",1,kg,1,1600,1200,1750,,,0.0075,0.0075
c47ba144-190c-4ed7-84c1-423159f8af34,AggregateSand,"AggregateSand, General aggregate and sand",1,kg,1,1600,1200,1750,,,0.0049,0.0049
238416cd-fce6-47b5-9c5a-4146d4067406,AggregateSand,"AggregateSand, Land won gravel and sand",1,kg,1,1600,1200,1750,,,0.0044,0.0044
64214af1-a2d1-4b7b-acf3-137de42de2b6,AggregateSand,"AggregateSand, Marine sand and aggregate",1,kg,1,1600,1200,1750,,,0.009,0.009
2d8e1110-577f-4b24-9276-6a0b9140036a,AggregateSand,"AggregateSand, Recycled aggregate, no heat treat",1,kg,1,1600,1200,1750,,,0.0061,0.0061
0f39187d-ba00-451f-9016-2b0c271a407e,AggregateSand,"AggregateSand, Recycled aggregate, heat treat",1,kg,1,1600,1200,1750,,,0.1188,0.1188
a68a6a09-34a9-4dfa-8a42-aea458041948,AggregateSand,"AggregateSand, Expanded clay agg and sand",1,kg,1,1600,1200,1750,,,0.3932,0.3932
3cc7b47e-a0e6-44f2-ba7b-00a75117f13d,AggregateSand,"AggregateSand, Expanded foamed glass",1,kg,1,1600,1200,1750,,,0.2776,0.2776
1c959c4b-8356-4280-b3e1-5e5bc010781d,AggregateSand,"AggregateSand, General secondary ",1,kg,1,1600,1200,1750,,,0.0633,0.0633
e918d332-402f-453c-ad0b-e050f7d34d6a,AggregateSand,"AggregateSand, General secondary and recycled",1,kg,1,1600,1200,1750,,,0.0142,0.0142
baee69c9-da8e-40d6-91e3-1e21920eac57,aluminium,"Aluminium, General",1,kg,1,2750,,,,,6.668717531,6.6687
d43f6bad-166d-44e0-99db-1abcfc092b3b,aluminium,"Aluminium, sheet",1,kg,1,2750,,,,,6.581176,3.2906
859888e6-4f40-4497-a928-6ff7f61f618a,aluminium,"Aluminium, Foil",1,kg,1,2750,,,,,7.468978,2.4897
d7c5cddc-8a9f-4850-b67a-0d27faf20d6e,aluminium,Aluminium profile,1,kg,1,2750,,,,,6.825242,1.7063
d7c6a540-9c7c-4998-86f9-be4231e70272,aluminium,"Aluminium, Cast",1,kg,1,2750,,,,,6.715190088,1.343
d426cfaf-0b5e-4bd9-8521-8c517cad0d84,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,13.05553999,2.1759
7c7cb7bb-2c99-45c1-9faf-b243fe91211d,Aluminium,"Aluminium, sheet",1,kg,1,2750,,,,,12.95589499,1.8508
3c7c1e9b-92f4-4eb1-aafc-6d6aadc0c0c8,Aluminium,"Aluminium, Foil",1,kg,1,2750,,,,,13.76689499,1.7209
83145d5f-0190-4e79-8268-55261527f1be,Aluminium,Aluminium profile,1,kg,1,2750,,,,,13.17639499,1.464
05d90509-833a-4812-80a6-d448a8f6fe37,Aluminium,"Aluminium, Cast",1,kg,1,2750,,,,,13.18689499,1.3187
a93ffedc-306b-4f93-896d-c82bd3509326,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,5.651616031,0.5138
fd6c2a9c-5670-48ef-aebe-95dc1c4b66ee,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,12.4057499,1.0338
d659fa1d-56ed-472d-8614-3112403ee65f,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,14.59356866,1.1226
e017361b-9303-4cf3-bc0e-3e6899757314,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,10.62451254,0.7589
85b0fc69-c217-4206-a039-a02739e48f06,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,10.80980016,0.7207
5aca9f53-a281-469b-9abb-8b1ec958a0a4,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,12.75208459,0.797
0caa909f-ee29-469c-a417-2f6650d75588,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,15.8690968,0.9335
77191d2a-abe3-4987-8173-d61bf92990d5,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,5.548323034,0.3082
6d8c426f-8a30-49d0-96a2-894330719948,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,8.319000554,0.4378
04d19365-41d3-45d4-a76b-5285a7236d62,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,11.94685321,0.5973
ac6185c5-3cf9-4098-9ea3-b4495c2c4fc9,Aluminium,"Aluminium, General",1,kg,1,2750,,,,,5.583938203,0.2659
11315520-7219-4f5e-b547-b6163702f5e5,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,50.09113047,0.0501
8ef6b7d8-efee-4e4f-b7c0-47b931af0086,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,51.12528323,0.0511
0ac4e0db-0c89-4ddd-b125-6764d5644471,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,52.15943598,0.0522
4da2e83d-ada7-400e-8879-d19b54bd05d6,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,53.19358873,0.0532
99229e40-4e9c-497e-b6d6-6c165374f159,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,54.22774149,0.0542
08563f44-9dcf-4de4-927e-12e141e63362,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,55.26189424,0.0553
457f6d07-c809-4faa-959a-c89528831b90,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,56.29604699,0.0563
df8f8a89-1cea-4293-a9bd-0961b6e563e2,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,57.33019975,0.0573
0717fee2-3a6a-4371-8bbd-34f628aabae6,Asphalt,"Asphalt, General",1,tonnes,1000,2350,,,,,58.3643525,0.0584
072ffa9d-d0b4-4e8c-b6ab-e70eff7867ad,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,14.19726303,60.4139
c5acffc1-f327-4120-a87c-323de7b2175c,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,14.44271919,61.4584
e0119c04-8f2e-4a0e-92d8-962f88476f0a,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,14.68817534,62.5029
438ba4f4-b169-4bfa-8759-5b55cf8cb672,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,14.9336315,63.5474
cfa629b7-74fa-4586-9903-6ff1bc4171a9,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,15.17908765,64.5919
ce09662d-e29c-4582-9353-3eda80df698f,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,15.42454381,65.6364
52cca6c6-1786-4704-b343-97adc4c454d3,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,15.66999997,66.6809
7c04acf8-f8b0-4a4a-adb0-f8970c7e6917,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,15.91545612,67.7253
9df596d2-b212-4715-af17-2bd04fe807fa,Asphalt,"Asphalt, for roads",1,"1 m2, per 100mm depth surface or binder course",0.235,2350,,,,,16.16091228,68.7698
b1a650d5-eaf6-453d-ba08-8b22899ef1ba,Bitumen,"Bitumen, Straight-run",1,kg,1,1050, , ,,,0.19086,0.1909
3eef091e-85f8-4c2e-a1ff-feeaa68e1d70,Bitumen,"Bitumen, PMB",1,kg,1,1050, , ,,,0.32629,0.3263
048b3304-e2e0-46c8-b52a-46ea7f39d519,Bitumen,"Bitumen, emulsion",1,kg,1,1050, , ,,,0.221666,0.2217
2c1fa10f-84eb-45ff-8175-fd7dac28299c,Cement,"Cement, Average UK",1,kg,1,1440, , , , ,0.8321104,0.8321
e9440082-ff85-4d0d-9b95-db14725c4898,Cement,"Cement, CEM I",1,kg,1,1440, , , , ,0.912,0.912
3c1c8487-e565-45d4-aded-8a0a37f5fdaf,Cement,"Cement, With GGBS",1,kg,1,1440, , , , ,0.80284224,0.8028
ea432c2f-ec59-4844-9c5e-a39bab3db639,Cement,"Cement, With GGBS",1,kg,1,1440, , , , ,0.67162944,0.6716
96ea969b-e10f-4a20-9597-d009a2cd92d1,Cement,"Cement, With pozzzolanic ash",1,kg,1,1440, , , , ,0.797979447,0.798
c3fdf942-1cea-4af8-ad33-647536bff638,Cement,"Cement, With pozzzolanic ash",1,kg,1,1440, , , , ,0.661155732,0.6612
7a92e673-b6a0-4055-90ff-a741f4c38d10,Cement,"Cement, With pozzzolanic ash",1,kg,1,1440, , , , ,0,0
da722652-b718-4747-92b1-851414ec60a8,Cement,"Cement, With PFA",1,kg,1,1440, , , , ,0.7979298,0.7979
f93d6c99-6483-43e6-86b8-5c9cf6e29c77,Cement,"Cement, With PFA",1,kg,1,1440, , , , ,0.6610488,0.661
f167e986-fa9f-42a2-b710-bf0b380296b2,Cement,"Cement, With PFA",1,kg,1,1440, , , , ,0.7979298,0.7979
6f0484d0-d30d-4f96-aed8-bfdf53cfa820,Cement,"Cement, With PFA",1,kg,1,1440, , , , ,0.6610488,0.661
2e763d3b-3b8b-4e55-ba04-d1f463007edb,Cement,"Cement, Misc",1,kg,1,1440, , , , ,0,0
b1ff468c-bc89-49f9-b96e-485052171f2a,Cement,"Cement, Portland Limestone",1,kg,1,1440, , , , ,0.799467551,0.7995
926188fd-a472-4fdf-9d10-c3746487fee7,Cement,"Cement, Portland Limestone",1,kg,1,1440, , , , ,0.664360878,0.6644
d3797745-315a-4bda-89a4-fd2270bb8bb9,Cement,"Cement, Portland Limestone",1,kg,1,1440, , , , ,0.799467551,0.7995
0764b064-f1e8-4209-a02b-4355d073685e,Cement,"Cement, Portland Limestone",1,kg,1,1440, , , , ,0.664360878,0.6644
41cafa60-870d-4d40-9916-2acd69aa4c28,Cement,"Cement, Composite",1,kg,1,1440, , , , ,0.77357664,0.7736
28e8975a-ccf2-4a1f-aef1-4e3dafec75ad,Cement,"Cement, Composite",1,kg,1,1440, , , , ,0.66633912,0.6663
b090b64e-ec2a-41b6-bb56-2abe183194b0,Cement,"Cement, With GGBS",1,kg,1,1440, , , , ,0.47481024,0.4748
ff2520b9-3c4e-4aa0-8263-ce87b1ea02ac,Cement,"Cement, With GGBS",1,kg,1,1440, , , , ,0.27799104,0.278
e474ecc8-00f2-480f-b286-58b4e67e196f,Cement,"Cement, With GGBS",1,kg,1,1440, , , , ,0.14677824,0.1468
fe6a2d9f-a422-4b9b-876c-5bed1b47ddc3,Cement,"Cement, With pozzzolanic ash",1,kg,1,1440, , , , ,0.7066758,0.7067
a14d6469-d5d4-40f9-af61-731f78a67d7d,Cement,"Cement, With pozzzolanic ash",1,kg,1,1440, , , , ,0.5013543,0.5014
a9588ccc-b304-43f0-b272-fe1ebbb6408f,Cement,"Cement, Composite",1,kg,1,1440, , , , ,0.488666376,0.4887
3aab549a-1ad1-411a-9089-55850b0d3c93,Cement,"Cement, Composite",1,kg,1,1440, , , , ,0.283634015,0.2836
2e85b74e-c751-4a7a-919d-47b5dae484dd,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.200194065,0.2002
c88de8af-59d0-4d80-88e5-e46ae0948bd4,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.163220624,0.1632
ec97ba61-4a94-43c0-b7e1-b8d98dd67093,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.138150101,0.1382
4f029fb4-e328-4361-884a-a9b687ffc797,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.120031542,0.12
ae1aa263-dd95-4ca4-9587-6c2d217af7ec,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.169327583,0.1693
ffcc35f7-65fc-4892-a224-3ae22f9029b5,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.152048505,0.152
460bb6d3-3527-47a1-9075-deb89a0639c1,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.133334487,0.1333
56fa92b8-deff-4e85-82ad-ca28c5f1d4f5,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.183125664,0.1831
6fc325f3-78d3-4936-a70c-a98ca6415d04,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.149426736,0.1494
77e42bcb-25ab-4d3b-8a77-464b481f6529,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.126576557,0.1266
5ee6e3c8-a21c-4fde-b3c6-c3d0a71d4563,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.11006265,0.1101
0b17ba55-59b2-4189-a8b6-c8ffe5095b16,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.157076142,0.1571
153c6979-cfde-4a1a-a3c8-721414d5de17,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.142493603,0.1425
fa093a52-2c26-44c4-90dd-a6861c1a78f3,Cement,"Cement, Mortar",1,kg,1,2100, , , , ,0.126700056,0.1267
82d2c0b6-7b77-48f1-996b-80aea00c627b,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,1.666166667,1.6662
bd93c857-814e-4228-be3f-1c6b2f5769f1,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,0.527,0.527
b32a8d61-3007-44eb-b222-63ac18b90a24,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,2.28,2.28
9cc5647d-c8b8-43b9-b260-abc27e28feac,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,1.88,1.88
a3b1eee3-3587-4c25-ad1f-5eb16f3617f8,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,1.31,1.31
6d25191d-f935-4b59-b200-710512df7b53,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,1.33,1.33
27281301-542a-4bce-a695-fec0822d33ac,Cement,"Cement, Admixtures",1,kg,1,1300,1000,1600,,,2.67,2.67
6ab355f4-7122-42a2-bc31-4c05e01f2b51,Clay,"Clay, Brick",1,kg,1,1487,,,,,0.213,0.213
497718fc-dff8-42d5-aa3b-9557e3149d87,Clay,"Clay, Brick",1,qty,2.13,1487,,,,,0.45369,0.213
383a564d-f14a-4f6d-acde-b80db27593bf,Clay,,1,m2,194.12,1894,,,,,40.49742749,0.2086
efd7e483-458d-4a87-b9d7-4602249f75b4,Clay,,1,m2,194.12,1894,,,,,38.04550451,0.196
0345ff22-b0a9-446f-9938-4a44c4070574,Clay,,1,m2,194.12,1894,,,,,36.38293299,0.1874
f81dbf9a-2117-4eb2-8de5-91483ea208c8,Clay,,1,m2,194.12,1894,,,,,35.1813865,0.1812
39c51628-f3cb-417a-ab4d-9c97a8ff689f,Clay,,1,m2,194.12,1894,,,,,38.45049232,0.1981
3df4b077-fe5c-4aac-84cc-b034bc03fc22,Clay,,1,m2,194.12,1894,,,,,37.30461665,0.1922
8a3ec0d4-00d0-4691-8413-6d26a0a2d2cd,Clay,,1,m2,194.12,1894,,,,,36.06358175,0.1858
2be0919f-ffa7-4e20-84d0-5b4152e5fdec,Clay,,1,m2,423.6,1970,,,,,88.07540297,0.2079
d3965503-3b0d-413f-83a8-dcdd01c2dd09,Clay,,1,m2,423.6,1970,,,,,81.86386475,0.1933
fa43cb61-0533-4002-9d9a-60f73992ba45,Clay,,1,m2,423.6,1970,,,,,77.6520169,0.1833
96775ad9-8a7c-47d2-8f8f-23b39e2f1456,Clay,,1,m2,423.6,1970,,,,,74.60809913,0.1761
5e0c258e-e18c-4c6a-961a-9ead2651c76e,Clay,,1,m2,423.6,1970,,,,,82.88983387,0.1957
fbb1a5f1-8e9a-40b9-9e04-c9b4edc3671f,Clay,,1,m2,423.6,1970,,,,,79.98694884,0.1888
414e3790-9b5c-4ad7-a344-9d3c610614bd,Clay,,1,m2,423.6,1970,,,,,76.84299377,0.1814
e489ece4-79e7-42bd-a517-f603097ef5e4,Concrete,"Concrete, General",1,m3,2380,2380, , , , ,246,0.1034
6a4d70f8-b506-4e75-818f-7b88ded5e0ba,Concrete,"Concrete, GEN 0",1,m3,2370,2370, , , , ,166.9362286,0.0704
1ee25bd1-c5d3-4dde-8980-2587ae5c0383,Concrete,"Concrete, GEN 1",1,m3,2370,2370, , , , ,230.347152,0.0972
1a33ec10-a2af-40aa-b297-191a07522a92,Concrete,"Concrete, GEN 2",1,m3,2370,2370, , , , ,248.7541353,0.105
43a98680-edf8-4fd2-8246-58aef5a0cdba,Concrete,"Concrete, GEN 3",1,m3,2370,2370, , , , ,267.0134028,0.1127
375da000-6022-4dc1-95ba-e16d8a9a824b,Concrete,"Concrete, 20/25",1,m3,2400,2400, , , , ,290.2277023,0.1209
acfc738b-2342-4a26-9072-26c731b9ee5e,Concrete,"Concrete, 25/30",1,m3,2400,2400, , , , ,308.5726393,0.1286
db86b3a0-79c1-4054-810d-e7bea1a90e4e,Concrete,"Concrete, 28/35",1,m3,2400,2400, , , , ,326.8441453,0.1362
1c650259-3446-459e-a9f3-cead3deb472e,Concrete,"Concrete, 32/40",1,m3,2400,2400, , , , ,358.7580883,0.1495
637e7b5b-afe1-4790-8593-c3fdafdb2a29,Concrete,"Concrete, 35/45",1,m3,2400,2400, , , , ,386.0980356,0.1609
cf187426-4eda-4d0c-b020-fe7e4b0e2558,Concrete,"Concrete, 40/50",1,m3,2400,2400, , , , ,413.49428,0.1723
e684db6f-f372-4639-9e6a-3f1695ac282b,Concrete,"Concrete, PAV 1",1,m3,2400,2400, , , , ,326.8349664,0.1362
44a9e8f1-52d4-474a-902e-987cc2ecd356,Concrete,"Concrete, PAV 2",1,m3,2400,2400, , , , ,358.7678791,0.1495
18e5a998-4f70-4227-af74-c4043943466a,Concrete,"Concrete, GEN 0",1,m3,2370,2370, , , , ,151.4656695,0.0639
3ee2f3fe-3753-48cd-8315-32be6f429c96,Concrete,"Concrete, GEN 1",1,m3,2370,2370, , , , ,303.743419,0.1282
a1c1e337-e76b-410f-a51d-7af11be41cdc,Concrete,"Concrete, GEN 2",1,m3,2370,2370, , , , ,227.7896224,0.0961
ca5a2c02-24d3-4e6e-968d-95187cd57af9,Concrete,"Concrete, GEN 3",1,m3,2370,2370, , , , ,244.3121887,0.1031
8d3332e8-da53-4c14-a7b1-a0d0c99eb481,Concrete,"Concrete, 20/25",1,m3,2390,2390, , , , ,265.314751,0.111
2fdd0eff-7148-465e-8c15-4db3adac065c,Concrete,"Concrete, 25/30",1,m3,2390,2390, , , , ,282.0245102,0.118
bbc52479-6687-4ae8-8a0b-2349c4772134,Concrete,"Concrete, 28/35",1,m3,2390,2390, , , , ,301.4218973,0.1261
474df7c9-02b9-4296-9a7b-07579a52bf0b,Concrete,"Concrete, 32/40",1,m3,2390,2390, , , , ,332.3990626,0.1391
7ff52de9-197c-41f8-9632-5daa763a06a4,Concrete,"Concrete, 35/45",1,m3,2390,2390, , , , ,355.0069538,0.1485
9a5168de-44f4-4767-bd8e-c9cbf7c30d9a,Concrete,"Concrete, 40/50",1,m3,2390,2390, , , , ,379.9504975,0.159
bd2f5936-8a88-4a3b-ba5f-c796f3ea7a08,Concrete,"Concrete, PAV 1",1,m3,2390,2390, , , , ,300.9284025,0.1259
4d90b39d-0b96-4b96-b04d-732f8c096a5f,Concrete,"Concrete, PAV 2",1,m3,2390,2390, , , , ,332.873635,0.1393
faa643d9-33ea-464f-9a3c-cf11408858f1,Concrete,"Concrete, GEN 0",1,m3,2370,2370, , , , ,134.1380234,0.0566
83a7957b-4ac7-4a82-b7c8-d82059d6c299,Concrete,"Concrete, GEN 1",1,m3,2370,2370, , , , ,340.1827043,0.1435
a7a6de23-53ba-4f62-8ae1-3178d35556dd,Concrete,"Concrete, GEN 2",1,m3,2370,2370, , , , ,202.5427211,0.0855
d295bd1f-01c6-43ef-9883-0f130fd09a79,Concrete,"Concrete, GEN 3",1,m3,2370,2370, , , , ,216.9717205,0.0915
54e274fe-e810-4f2f-a477-d6d75fe2992c,Concrete,"Concrete, 20/25",1,m3,2380,2380, , , , ,235.3277993,0.0989
0924aae5-168c-48b5-aa14-a84d1d10a72b,Concrete,"Concrete, 25/30",1,m3,2380,2380, , , , ,249.9928011,0.105
857ce8bb-267a-44ca-a880-8fe36fa55db2,Concrete,"Concrete, 28/35",1,m3,2380,2380, , , , ,269.1463401,0.1131
3c7ff702-aae7-400f-bfc0-ffa170f02e10,Concrete,"Concrete, 32/40",1,m3,2380,2380, , , , ,297.8154561,0.1251
420669c7-cd7c-4050-b728-bd58642d5d9c,Concrete,"Concrete, 35/45",1,m3,2380,2380, , , , ,315.8899735,0.1327
a1c621f9-5954-4d31-ad0c-5cb08c1aced0,Concrete,"Concrete, 40/50",1,m3,2380,2380, , , , ,337.7518744,0.1419
60089661-c7b4-4e24-b185-96e32d2965aa,Concrete,"Concrete, PAV 1",1,m3,2380,2380, , , , ,268.339556,0.1127
b7353230-561f-4a93-924d-7fb1362fd93d,Concrete,"Concrete, PAV 2",1,m3,2380,2380, , , , ,298.5905563,0.1255
b40d1968-471b-4749-82a5-df65a6a28c3d,Concrete,"Concrete, GEN 0",1,m3,2370,2370, , , , ,123.9653233,0.0523
71673d5e-c8c7-4b35-a8d2-97940e887b03,Concrete,"Concrete, GEN 1",1,m3,2370,2370, , , , ,167.7041599,0.0708
90a2620f-14c7-4b15-a0ce-dbb21adc47be,Concrete,"Concrete, GEN 2",1,m3,2370,2370, , , , ,180.2576952,0.0761
de5ab00e-f2b8-4656-bfb9-8b22bdaa0edf,Concrete,"Concrete, GEN 3",1,m3,2370,2370, , , , ,192.8327911,0.0814
903dca19-9803-4dbf-8175-c4da9448b3f3,Concrete,"Concrete, 20/25",1,m3,2380,2380, , , , ,208.874795,0.0878
6ad2fe19-7339-4511-b501-3851e32b3fa2,Concrete,"Concrete, 25/30",1,m3,2380,2380, , , , ,221.4646791,0.0931
8d471cad-9cc1-4c74-bc79-39f14b2d1ecf,Concrete,"Concrete, 28/35",1,m3,2380,2380, , , , ,234.7558401,0.0986
455773f1-d526-4b02-992b-e6e0f9652b49,Concrete,"Concrete, 32/40",1,m3,2380,2380, , , , ,259.2980961,0.1089
9e70bd0b-122a-465b-836f-bc8351d6bf1c,Concrete,"Concrete, 35/45",1,m3,2380,2380, , , , ,274.7589355,0.1154
1a534518-9268-4af3-ba07-03236ac47ba7,Concrete,"Concrete, 40/50",1,m3,2380,2380, , , , ,293.4569104,0.1233
47ae3a22-cf9f-4625-8e40-06d18b567297,Concrete,"Concrete, PAV 1",1,m3,2380,2380, , , , ,234.063691,0.0983
f6cf5dc0-4bcc-4681-be41-75255e172d64,Concrete,"Concrete, PAV 2",1,m3,2380,2380, , , , ,259.8547526,0.1092
6046818d-f56d-476d-abe6-b852f509e508,Concrete,"Concrete, GEN 0",1,m3,2365,2365, , , , ,130.2743555,0.0551
a3291faf-bf2a-48f5-9613-6c71be608c6e,Concrete,"Concrete, GEN 1",1,m3,2365,2365, , , , ,243.316899,0.1029
