Unique ID,Material,Sub-material,Quantity of declared unit,Units of declared unit,Weight per declared unit - kg,Density of material - kg per m3,Density range - low - kg per m3,Density Range - high - kg per m3,Carbon sequestration included?,Carbon Storage Amount (Kg CO2 per unit),Embodied Carbon (kg CO2e per declared unit),Embodied Carbon per kg (kg CO2e per kg)
872b1903-9b26-401c-84b3-64f8d47c3dd3,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,267.4970728,0.1124
d4161b8e-0017-4d87-af20-3ef4e9dcffc1,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,284.524351,0.1195
f6b7de0c-daa7-4100-98e7-fa9424da8dbb,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,301.5761062,0.1267
28a878ec-611d-499c-9c46-a6d1989c54bb,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,318.6523384,0.1339
7d7d8c53-4638-4fe2-85ea-6112704831b0,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,335.5327547,0.141
db1aefab-414a-4cf3-94c2-91c4120f5793,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,352.4131709,0.1481
2528f7ae-3c55-4e93-87b8-e84d1d8e52cf,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,369.2935872,0.1552
a9f5f3fb-4290-4a11-a58f-70a0ba3e1b52,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,386.1740035,0.1623
632f72c6-286c-422f-a02d-16d06bc92ac4,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,403.0544198,0.1694
534e6c81-bdbc-44c0-abb6-79c6e06c500e,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,419.934836,0.1764
56e36d1e-7a79-4b21-a963-f5a63a5b3a89,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,436.8152523,0.1835
a805c8f1-1b9a-45ac-a728-a579db881d0f,Concrete,"Concrete, by cementitious content",1,m3,2380,2380, , , , ,453.6956686,0.1906
9ad0ca07-c6b9-40ba-86b2-1ad5879066ef,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,497.0084837,0.2088
55bbfe6a-11bc-4ddb-b647-fb8a598377a7,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,370.0879011,0.1555
b88d24d0-6029-45a4-a4e7-019463050cfa,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,297.415632,0.125
038c52dd-18a8-44d4-8dbe-de88bd02ddbb,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,250.3355905,0.1052
2a6a9b17-a843-4df2-88e7-11f46a8ddfca,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,219.1888201,0.0921
9afa4a96-eadd-492d-b0c8-b70a81d5b47a,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,176.4569933,0.0741
2a342238-7b4e-4674-93e8-d8f390c2c387,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,456.3808781,0.1918
1893f635-56e1-481d-8bf0-ba0ebf361d96,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,340.5026703,0.1431
22aea6bd-dd34-40d4-923a-5d282b9eda48,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,274.1530513,0.1152
95b5de75-484a-4fef-a8e3-9af67c5a9eed,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,231.1690789,0.0971
ddcfa068-63c6-4360-9672-a2a09eede5a8,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,202.7525807,0.0852
38819e67-d8b7-418e-86ce-50afd4665fab,Concrete,"Concrete, by volumetric proportions",1,m3,2380,2380, , , , ,163.7496805,0.0688
df104943-1dd9-4cfb-b2f3-bf2b1f613352,Concrete,"Concrete, Pre-Cast",1,kg,1,2350, , , , ,0.148487811,0.1485
03eaf0ef-1e1f-4ef6-93d3-2ddd3b78a7ec,Concrete,"Concrete, Pre-Cast",1,m,488,2350, , , , ,72.46205192,0.1485
96cb026c-a356-4064-b22d-9c2ccd45d204,Concrete,"Concrete, Pre-Cast",1,kg,1,2350, , , , ,0.131104079,0.1311
e4fe2761-b607-4514-9358-a02851f529e4,Concrete,"Concrete, Pre-Cast",1,kg,1,1425, , , , ,0.091658172,0.0917
5c37fbcb-ea00-4119-bed2-9ae0cbe42e06,Concrete,"Concrete, Pre-Cast",1,kg,1,1950, , , , ,0.091658172,0.0917
a32f220f-44b8-4a53-919f-bdb830cdb8ac,Concrete,"Concrete, Pre-Cast",1,kg,1,2400, , , , ,0.246972997,0.247
1207f80c-2e8c-47ba-905a-e8630376c7b6,Concrete,"Concrete, Pre-Cast",1,m2,300,2000, , , , ,54.8537284,0.1828
dbb46a85-a0ef-4ab2-b830-82e554488410,Concrete,"Concrete, Pre-Cast",1,kg,1,600, , , , ,0.28,0.28
841c9791-3fa4-4959-ba1e-6eb8066bc13c,Concrete,"Concrete, block wall",1,each,10,1409, , , , ,0.91658172,0.0917
10c59cb3-f230-412a-b063-bb4d752ad676,Concrete,"Concrete, block wall",1,each,11.5,1351, , , , ,1.054068978,0.0917
51643c8b-8361-448d-8a80-18476e4e2ff9,Concrete,"Concrete, block wall",1,each,13.8,1459, , , , ,1.264882773,0.0917
18b85295-3b6d-4981-96fe-f59ea290eece,Concrete,"Concrete, block wall",1,each,19.3,1457, , , , ,1.769002719,0.0917
db0c53ad-60e2-4ebb-bcab-54fbebac43ee,Concrete,"Concrete, block wall",1,each,24.5,1363, , , , ,2.245625214,0.0917
c5460bce-cc3c-4988-80fa-d87a20dfa854,Concrete,"Concrete, block wall",1,each,14.3,2016, , , , ,1.310711859,0.0917
5e28615a-81e4-4d1a-ac7f-cb198ac794d1,Concrete,"Concrete, block wall",1,each,17.2,2020, , , , ,1.576520558,0.0917
3e8e90ff-1ee2-4c2b-9105-25a5909bac83,Concrete,"Concrete, block wall",1,each,18.8,1987, , , , ,1.723173633,0.0917
dbf64af1-4264-4d6c-9cd2-c2941e4f91c4,Concrete,"Concrete, block wall",1,each,26.6,2008, , , , ,2.438107375,0.0917
ee816aed-02f4-4785-a7f4-f29da817a344,Concrete,"Concrete, block wall",1,each,35.95,2000, , , , ,3.295111283,0.0917
74aa3116-7bb7-42c4-8734-96b75ebcc163,Concrete,"Concrete, block wall",1,each,40.5,1991, , , , ,3.712155965,0.0917
26d7c656-06bd-457c-974d-6e89d9ec30b4,Concrete,"Concrete, block wall",1,each,14.8,1564, , , , ,1.356540945,0.0917
59dc271f-555a-40a8-bfc0-b0e60c454fd4,Concrete,"Concrete, block wall",1,each,21.3,1608, , , , ,1.952319063,0.0917
53dfd3c2-2ed7-458d-8da7-e7fc39501c72,Concrete,"Concrete, block wall",1,each,19.6,1480, , , , ,1.796500171,0.0917
83c8ba30-f2e9-4843-acaa-752c1faff5ca,Concrete,"Concrete, block wall",1,each,23.5,1307, , , , ,2.153967042,0.0917
1604c63a-98aa-4b9d-8acc-6abb76816a82,Concrete,"Concrete, block wall",1,each,26,1278, , , , ,2.383112472,0.0917
fffa2f55-81e2-494b-997a-7235072aae69,Concrete,"Concrete, block wall",1,each,5.676,600, , , , ,1.58928,0.28
6e111bfb-2567-468b-88e2-895f0386fc6b,Concrete,"Concrete, block wall",1,each,7.9464,600, , , , ,2.224992,0.28
bd78f952-5c11-47c1-9ef4-74740cfdfd4b,Concrete,"Concrete, block wall",1,each,8.514,600, , , , ,2.38392,0.28
7cde6577-45c5-4d03-8510-d5110eb70200,Concrete,"Concrete, block wall",1,each,12.2034,600, , , , ,3.416952,0.28
5141b7f5-eb16-457a-9708-2433cc436b4a,Concrete,"Concrete, block wall",1,m2,110.5,1473, , , , ,10.87963375,0.0985
96e9af4b-42c9-46a8-a756-f15a2099a84a,Concrete,"Concrete, block wall",1,m2,127.6,1418, , , , ,12.59726963,0.0987
22f8873f-1240-46a5-8379-2e3f79101b6a,Concrete,"Concrete, block wall",1,m2,152,1520, , , , ,14.93391646,0.0982
8f221ed3-5e0c-4f5c-a038-280c3a74409b,Concrete,"Concrete, block wall",1,m2,212.6,1519, , , , ,20.88915141,0.0983
103cf5bf-54d2-4eaa-bf6e-605f160e8a9f,Concrete,"Concrete, block wall",1,m2,271.6,1429, , , , ,26.79792072,0.0987
f45fec8f-f26b-4bd0-954b-2954a8589aa4,Concrete,"Concrete, block wall",1,m2,153.5,2047, , , , ,14.82093514,0.0966
fa834191-07a2-427d-9e3b-f7fe6939cd7b,Concrete,"Concrete, block wall",1,m2,184.6,2051, , , , ,17.82178544,0.0965
37da3732-82a2-4e71-8e6d-3842e99103f0,Concrete,"Concrete, block wall",1,m2,202,2020, , , , ,19.51682506,0.0966
10ea0ce4-ee88-42f2-9666-0f64d0d2a243,Concrete,"Concrete, block wall",1,m2,285.6,2040, , , , ,27.58019797,0.0966
f7b46100-f48a-4167-ba6c-d256d2a8baca,Concrete,"Concrete, block wall",1,m2,386.1,2032, , , , ,37.29278141,0.0966
b4ce8742-9e2b-468f-9749-78a4b913bd05,Concrete,"Concrete, block wall",1,m2,435.1,2024, , , , ,42.03450042,0.0966
692b6668-2304-48bc-bb20-f1269f5add7f,Concrete,"Concrete, block wall",1,m2,162,1620, , , , ,15.85049818,0.0978
2e1cebbb-3d44-415f-a303-c758a943cf47,Concrete,"Concrete, block wall",1,m2,232.6,1661, , , , ,22.72231485,0.0977
87b272c4-ec12-4ec9-9c20-7f9179e03bbe,Concrete,"Concrete, block wall",1,m2,215.6,1540, , , , ,21.16412593,0.0982
de0baf12-09bf-4f83-bd4f-9d9f4a95ff7d,Concrete,"Concrete, block wall",1,m2,261.6,1377, , , , ,25.881339,0.0989
f4d27041-43a2-4765-a106-438ed3140d4b,Concrete,"Concrete, block wall",1,m2,290.1,1349, , , , ,28.74406548,0.0991
ed389f01-5e1c-4518-8f10-950c0d9a1543,Concrete,"Concrete, block wall",1,m2,70.76,708, , , , ,18.17788873,0.2569
fd6ec79e-5124-4da4-81fd-c79f890bdfd3,Concrete,"Concrete, block wall",1,m2,99.064,708, , , , ,25.44904422,0.2569
65770646-045c-49ac-b663-e90390a73a15,Concrete,"Concrete, block wall",1,m2,106.14,708, , , , ,27.26683309,0.2569
ef6ab2df-83e5-45be-bcbd-f62852da551d,Concrete,"Concrete, block wall",1,m2,152.134,708, , , , ,39.08246077,0.2569
e6fcdd9b-2365-487d-a17c-b3e1b74175b8,Concrete,"Concrete, Pre-Cast",1,kg,1,2400, , , , ,0.193947997,0.1939
59e009a9-b8a9-430d-8e4d-376c270362c5,Concrete,"Concrete, Pre-Cast",1,m2,300,2000, , , , ,51.3260812,0.1711
759ba3f5-8e73-40b8-9e12-5a7a26d2a572,Glass,"Glass, General",1,m2,2.5,2500,,,,,3.592,1.437
3b191c04-f8d2-4313-bf3f-3c705e6d341c,glass,"Glass, General",1,m2,7.5,2500,,,,,10.777,1.437
8af7a8de-48ae-4185-913e-c631a4fd2d46,glass,"Glass, General",1,m2,10,2500,,,,,14.37,1.437
5ba4c578-48c4-42ba-892b-cceda1c601ed,glass,"Glass, General",1,m2,12.5,2500,,,,,17.962,1.437
edd4da91-3e88-43b9-a271-40f849f7d921,glass,"Glass, General",1,m2,15,2500,,,,,21.555,1.437
c78f9af8-1c50-435c-8853-9b5d073aa2cc,glass,"Glass, General",1,m2,17.5,2500,,,,,25.147,1.437
be42eb31-1fbf-4b06-8baf-b85168feba7d,glass,"Glass, General",1,m2,20,2500,,,,,28.739,1.437
ac639324-1492-4707-9483-f2a68586cb09,glass,"Glass, General",1,m2,25,2500,,,,,35.924,1.437
75a26ff4-8d05-4653-81e8-02cc7621e093,glass,"Glass, General",1,m2,30,2500,,,,,43.109,1.437
191509b3-0476-4086-bf8c-669988a594e7,glass,"Glass, Glazing, Double",1,m2,2.5,2500,,,,,4.064,1.6256
4badda00-77cd-4451-a035-e43380a16cc0,glass,"Glass, Glazing, Double",1,m2,20,2500,,,,,32.512,1.6256
f4dc32ac-3a85-4181-9553-58d5fac12c84,glass,"Glass, Glazing, Double",1,m2,25,2500,,,,,40.64,1.6256
47650475-2b37-473a-ba76-12457d4fb817,glass,"Glass, Glazing, Double",1,m2,30,2500,,,,,48.768,1.6256
e318f8df-e995-4bd6-8e17-2b3c523bbfa8,glass,"Glass, Glazing, Double",1,m2,35,2500,,,,,56.896,1.6256
1498ba7b-66f4-487e-98ab-cc080fc308b2,glass,"Glass, Glazing, Double",1,m2,40,2500,,,,,65.024,1.6256
3209708a-a323-4352-89c4-2d349de646e6,glass,"Glass, Glazing, Double",1,m2,50,2500,,,,,81.28,1.6256
d2ef8e5e-ccda-4f6d-bf1e-66ab4c2c5845,glass,"Glass, Glazing triple",1,m2,2.5,2500,,,,,4.367,1.747
dd8bf0a5-424b-4b6c-a787-e9da59b33802,glass,"Glass, Glazing triple",1,m2,30,2500,,,,,52.41,1.747
44c11073-49fe-4dd2-a1ed-547579d3e003,glass,"Glass, Glazing triple",1,m2,37.5,2500,,,,,65.512,1.747
b22818b7-0186-4054-97fb-850e62924e9c,glass,"Glass, Glazing triple",1,m2,45,2500,,,,,78.615,1.747
66907ea0-30dc-43e8-9003-59c4a9d0b1bc,glass,"Glass, Glazing triple",1,m2,50,2500,,,,,87.35,1.747
8e7ce657-4494-403d-a7f2-a6fd1e4a5f2a,glass,"Glass, Glazing triple",1,m2,60,2500,,,,,104.819,1.747
b9b93ac6-392e-4119-9b53-5400f4fc1934,glass,"Glass, Multi layer safety, filled core, fire resistant, toughened",1,m2,2.5,2500,,,,,5.204,2.0818
c7817997-9879-4218-99ad-a5a2e9282a46,glass,"Glass, Multi layer safety, filled core, fire resistant, toughened",1,m2,25,2500,,,,,52.045,2.0818
d0ad3c71-1468-4942-8f01-ed21c20126ae,glass,"Glass, Multi layer safety, filled core, fire resistant, toughened",1,m2,30,2500,,,,,62.454,2.0818
2e8878e1-1377-4fc6-8e73-afc11a79f327,glass,"Glass, Multi layer safety, filled core, fire resistant, toughened",1,m2,35,2500,,,,,72.863,2.0818
bcc80ed7-0582-4546-b58f-398011955879,glass,"Glass, Multi layer safety, unfilled",1,m2,40,2500,,,,,83.272,2.0818
af564eae-74be-46fd-88c3-ef69120b3e1c,glass,"Glass, Multi layer safety, unfilled",1,m2,2.5,2500,,,,,3.889,1.5555
2fa5bd1c-d99a-46af-a7f7-3cb06bdfa821,glass,"Glass, Multi layer safety, unfilled",1,m2,20,2500,,,,,31.11,1.5555
db7962e1-3d45-4acc-b4b2-795fc6e49407,glass,"Glass, Multi layer safety, unfilled",1,m2,25,2500,,,,,38.888,1.5555
5423fbe0-fc73-4093-b7d0-389f07daafd8,glass,"Glass, Multi layer safety, unfilled",1,m2,30,2500,,,,,46.665,1.5555
4b75538a-4515-4a5a-aed1-4b3da4588b78,glass,"Glass, Toughened",1,m2,40,2500,,,,,62.221,1.5555
cb6f90c3-f348-4d85-8f74-a5b0a5e72743,glass,"Glass, Toughened",1,m2,2.5,2500,,,,,4.168,1.6672
85c6b8b0-fb0f-4c81-b797-1ca78d96a1d6,glass,"Glass, Toughened",1,m2,5,2500,,,,,8.336,1.6672
877045e2-d204-439c-b6ca-88b223914abe,glass,"Glass, Toughened",1,m2,7.5,2500,,,,,12.504,1.6672
43e83b93-50fd-4394-a247-362e2d7f57b0,glass,"Glass, Toughened",1,m2,10,2500,,,,,16.672,1.6672
b5a820e2-060f-4a12-9a63-b465a30c7a5d,glass,"Glass, Toughened",1,m2,12.5,2500,,,,,20.84,1.6672
0d261764-b1c2-494f-affb-4751ad884e85,glass,"Glass, Toughened",1,m2,15,2500,,,,,25.008,1.6672
69fbea76-aa07-4cfd-9099-2d503ae502fc,glass,"Glass, Toughened",1,m2,20,2500,,,,,33.345,1.6672
b7644946-e96b-426a-b2a8-f8f95b6d8dd5,glass,"Glass, Toughened",1,m2,25,2500,,,,,41.681,1.6672
94098dff-fad7-4380-921a-006a28f7316a,glass,"Glass, Toughened",1,m2,30,2500,,,,,50.017,1.6672
8cd88954-947b-4b7f-813a-ff2edda54039,glass,"Glass, sky light or roof, with frame",1,m2,37.5,2500,,,,,62.521,1.6672
48d3263f-c8c7-4cb0-a6fd-a0f260546663,glass,"Glass, sky light or roof, with frame",1,m2,86.4,2500,,,,,268,3.1019
2e7ea6bd-df37-43ad-9062-2b8847c41de3,glass,"Glass, General",1,kg,1,2500,,,,,1.437,1.437
973d41f7-a912-4352-8cd5-e1c9c640e68a,Glass,"Glass, Glazing, Double",1,kg,1,2500,,,,,1.626,1.6256
91acbd6c-621c-441e-81a0-259a11df1829,Glass,"Glass, Glazing triple",1,kg,1,2500,,,,,1.747,1.747
6dd32533-4802-40a7-844e-b5af00751b5b,Glass,"Glass, Toughened",1,kg,,2500,,,,,1.667,#DIV/0!
d54ddc62-96d2-4dc1-83d2-5619c7c1f8af,Glass,"Glass, Multi layer safety, filled core, fire resistant, toughened",1,kg,,2500,,,,,2.082,#DIV/0!
fe923f18-7def-4598-8dc1-c8907e55e0f7,Glass,"Glass, Multi layer safety, unfilled",1,kg,,2500,,,,,1.556,#DIV/0!
06b06b38-b5d7-4d45-b5ab-c53a4caa026d,Glass,"Glass, sky light or roof, with frame",1,kg,,2500,,,,,3.102,#DIV/0!
2332f463-c8c4-4dad-b84f-83878528b1e9,Steel,"Steel, pipe",1,kg,1,7850,,,,,3.02,3.02
00fe4ce0-e348-411d-aa9e-a7219bc6f337,Steel,"Steel, Sheet",1,kg,1,7850,,,,,2.89,2.89
ff148879-5a7d-4a6c-861e-de623bbef2d7,Steel,"Steel, Sheet galvanised",1,kg,1,7850,,,,,3.03,3.03
97ec0d4a-674e-4f90-bde8-933f953e5289,Steel,"Steel, pipe",1,kg,1,7850,,,,,2.78,2.78
e290682a-8d5b-4c46-acee-665b1ac7b393,Steel,"Steel, Sheet",1,kg,1,7850,,,,,3.06,3.06
fa718df1-717d-4125-adce-6c9360d948a5,Steel,"Steel, plate",1,kg,1,7850,,,,,2.85,2.85
2f3e6b06-88a8-487d-b8ee-df5e913ba45d,Steel,"Steel, Sheet",1,kg,1,7850,,,,,2.73,2.73
96893a53-5849-493e-9de9-2248f3b510b4,Steel,"Steel, Sheet galvanised",1,kg,1,7850,,,,,2.76,2.76
066e8bba-7cca-409e-a40c-32896173d18c,Steel,"Steel, plate",1,kg,1,7850,,,,,2.46,2.46
474c02b9-eaab-401e-a6ac-67addefba723,Steel,"Steel, Sheet",1,kg,1,7850,,,,,2.53,2.53
d0b31bc8-1e39-42cd-9bef-8257934e7824,Steel,"Steel, Sheet",1,kg,1,7850,,,,,2.42,2.42
ecfbd162-d938-4199-bf83-b4839bc103ec,Steel,"Steel, wire",1,kg,1,7850,,,,,2.27,2.27
43b7258b-a013-43a9-be29-28a1fce95fbf,Steel,"Steel, Sheet",1,kg,1,7850,,,,,2.28,2.28
2a7b19f3-07ab-4223-a57d-449c22532341,Steel,"Steel, Bar and Rod",1,kg,1,7850,,,,,1.99,1.99
6db285f8-2ce3-4414-93b0-4bbd893bef76,Steel,"Steel, Section",1,kg,1,7850,,,,,1.55,1.55
6354b69c-8ff3-4acd-9f1d-da0e07742dd9,Steel,"Steel, engineering",1,kg,1,7850,,,,,1.27,1.27
49ed1ca7-35e7-449c-ad42-3044c97f6bce,Steel,"Steel, pipe",2,kg,1,7850,,,,,2.13,2.13
0f0c28e0-5e47-466e-9bb2-a5b9fd7cd2db,Steel,"Steel, Bar and Rod",1,kg,1,7850,,,,,0.73,0.73
8aa6883b-aa36-49b3-88b9-94b597a45d23,Timber,"Timber, General",1,kg,1,623.5850835,,,No,,0.49,0.4928
0fbf9c89-d7b9-4b91-ad88-cacf5f9b1405,Timber,"Timber, Chipboard",1,kg,1,590.0166667,,,No,,0.4,0.4002
e4595aca-7c16-473f-8d24-6344c7c3cdaa,Timber,"Timber, Closed panel timber frame system",1,kg,1,,,,No,,0.45,0.4525
53dd4d1a-e80d-4052-9123-642085fdf1bb,Timber,"Timber, CLT",1,kg,1,506.5,,,No,,0.44,0.4373
9a24950a-4a1a-4828-a4b7-a61b6485200d,Timber,"Timber, Fibreboard",1,kg,1,600.0074141,,,No,,0.72,0.7153
67004c6c-6cf2-4268-a648-0e6935eeaa13,Timber,"Timber, Glulam",1,kg,1,633.7085254,,,No,,0.51,0.5121
824784d1-3886-4ff2-a8c8-ba4e4af1d2ab,Timber,"Timber, Hardboard",1,kg,1,807.7056,,,No,,0.82,0.8152
7802f5a6-38d2-439c-867a-06015666d8eb,Timber,"Timber, Hardwood",1,kg,1,742.1111111,,,No,,0.31,0.3056
41bac419-5aae-4797-865d-f5365714a8f6,Timber,"Timber, Laminate",1,kg,1,622.5,,,No,,0.7,0.6978
7b7a5626-248e-473f-a79e-995d56497286,Timber,"Timber, Laminated strand lumber",1,kg,1,615.5382345,,,No,,0.5,0.5041
47dbb908-45d8-4f42-93fa-6f2ce5025d47,Timber,"Timber, Laminated veneer lumber",1,kg,1,525.9209973,,,No,,0.39,0.3898
268a36e3-fe7d-4312-81a4-5f0ffd963c8c,Timber,"Timber, MDF",1,kg,1,756.0599557,,,No,,0.86,0.8565
330fabd5-3588-4c84-9442-f49955e9dd58,Timber,"Timber, Open panel timber frame system",1,kg,1,,,,No,,0.35,0.3452
93033e40-dbe1-4344-9f3e-3c503fdb5261,Timber,"Timber, OSB",1,kg,1,603.1255931,,,No,,0.46,0.4551
8ff88c7a-24ad-40eb-bf5a-34a7b87a3c13,Timber,"Timber, Parquet",1,kg,1,599.5025,,,No,,0.81,0.8112
d15e4393-a81d-4a0f-a0ea-a44fac022a3e,Timber,"Timber, Particle Board",1,kg,1,686.8461538,,,No,,0.66,0.6643
5fc4b57f-48b1-4979-a321-5030acecb091,Timber,"Timber, Plywood",1,kg,1,507.5017987,,,No,,0.68,0.6815
afe3c61e-a2cc-45fe-9f10-5fadf4afe7ad,Timber,"Timber, Softwood",1,kg,1,538.2864258,,,No,,0.26,0.2626
029045dc-409e-414a-8c17-10f33df56acd,Timber,"Timber, Wood I-Beam",1,kg,1,,,,No,,0.48,0.4833
9f307dc8-2e7d-45b9-8631-62a5fe5cadd7,Timber,"Timber, Wood-plastic composite",1,kg,1,825,,,No,,1.44,1.44
d595a55d-4af2-48b9-873e-0a9ceba0e452,Timber,"Timber, General",1,kg,1,623.5850835,,,Yes,-1.52,-1.03,-1.0309
483c27b3-5d1f-4ddc-a60e-41e574c9930c,Timber,"Timber, Chipboard",1,kg,1,590.0166667,,,Yes,-1.52,-1.12,-1.1207
4699961b-161d-48f8-a510-c8159b16e4e6,Timber,"Timber, Closed panel timber frame system",1,kg,1,0,,,Yes,-1.55,-1.1,-1.1016
18a0ee24-1439-470b-b5b8-dd0c1d2fa6b0,Timber,"Timber, CLT",1,kg,1,506.5,,,Yes,-1.64,-1.2,-1.2041
97ea485b-2715-4f20-9740-f92473875b45,Timber,"Timber, Fibreboard",1,kg,1,600.0074141,,,Yes,-1.58,-0.86,-0.8632
5169ef38-8983-4081-81a9-67718bbff035,Timber,"Timber, Glulam",1,kg,1,633.7085254,,,Yes,-1.41,-0.9,-0.8957
3e4d88c2-22d9-4c5a-add3-a662ba836036,Timber,"Timber, Hardboard",1,kg,1,807.7056,,,Yes,-1.64,-0.82,-0.824
d3684610-e258-4426-a5c2-e8e142ac0130,Timber,"Timber, Hardwood",1,kg,1,742.1111111,,,Yes,-1.59,-1.29,-1.286
5bddda4c-ea46-4bea-862f-2ff7ea6632dd,Timber,"Timber, Laminate",1,kg,1,622.5,,,Yes,-1.28,-0.58,-0.5804
562d915b-93e7-4538-98b3-22c45041b17b,Timber,"Timber, Laminated strand lumber",1,kg,1,615.5382345,,,Yes,-1.59,-1.08,-1.0841
2cde6aba-a4be-485e-9406-a10570b86e00,Timber,"Timber, Laminated veneer lumber",1,kg,1,525.9209973,,,Yes,-1.64,-1.25,-1.2466
5f9fbf7e-3afe-4508-b1c3-4f4f8f1ecdeb,Timber,"Timber, MDF",1,kg,1,756.0599557,,,Yes,-1.5,-0.64,-0.6437
260b601f-dae9-40e4-9224-8cdbc7a6f12a,Timber,"Timber, Open panel timber frame system",1,kg,1,,,,Yes,-1.61,-1.27,-1.269
251f02b9-c7cb-40af-9a9a-e6bd700277b7,Timber,"Timber, OSB",1,kg,1,603.1255931,,,Yes,-1.5,-1.05,-1.0473
6eb1facb-2390-43ac-a418-f78d3f3e57df,Timber,"Timber, Parquet",1,kg,1,599.5025,,,Yes,-1.62,-0.81,-0.813
6cecc9f8-ee3c-463b-84e1-7ddfd1ff9350,Timber,"Timber, Particle Board",1,kg,1,686.8461538,,,Yes,-1.48,-0.81,-0.815
af10b61e-65e9-477e-a8ac-1ed0291d5058,Timber,"Timber, Plywood",1,kg,1,507.5017987,,,Yes,-1.61,-0.93,-0.9331
94bbaccb-a57a-4de5-b4b7-dcecca73675c,Timber,"Timber, Softwood",1,kg,1,538.2864258,,,Yes,-1.55,-1.29,-1.2919
3d842507-a29d-4b6c-8f93-35726b579419,Timber,"Timber, Wood I-Beam",1,kg,1,,,,Yes,-1.53,-1.05,-1.0499
c343a86d-f929-4ddb-b296-341cefb53e39,Timber,"Timber, Wood-plastic composite",1,kg,1,825,,,Yes,-0.86,0.58,0.58
