Building_Use_Type,Building_Use_Subtype,Continent,Country,Gross_Floor_Area_m2,Total_Users,Floors_Above_Ground,Floors_Below_Ground,Structure_Type,Total_Embodied_Carbon_PER_m2
1,4,1,7,2851.0,99.71493415325321,3.5302277481471576,0.27950403173975236,5,305.1707086788415
0,5,1,7,12856.0,450.5761613789416,7.0,2.0,5,936.5
0,1,1,7,7867.0,210.67270911528638,4.0,1.0,5,601.0
0,5,1,7,15144.0,282.6488525403299,6.593839665761129,0.4607153053436062,7,888.0264064623244
0,5,1,7,6552.0,154.79005267196888,4.452576052636649,0.3340605210920555,5,331.47615463277236
0,9,1,7,850.0,-36.327958124540324,1.0,0.0,5,962.1930259
0,5,1,7,4084.0,118.06338622933441,3.837511038997075,0.297679700848477,5,1201.449672655156
0,1,1,1,14498.07,114.0,3.0,1.0,5,2119.5
0,1,1,1,10482.0,87.0,3.0,2.0,5,2197.5
0,2,1,1,9419.0,275.0,5.0,1.0,5,1299.0
0,5,1,1,11080.67,550.0,9.0,3.0,5,1903.5
0,5,1,1,24899.0,1200.0,8.0,2.0,5,1528.5
0,5,1,1,35825.0,1800.0,9.0,1.0,5,958.5000000000001
0,5,1,1,13443.0,400.0,5.0,1.0,0,894.5
0,5,1,1,1546.0,75.0,3.0,0.0,5,157.99999999999997
0,5,1,10,38050.0,1700.0,7.0,1.0,0,1938.0
0,5,1,10,17074.0,1000.0,7.0,1.0,0,2249.0
0,2,1,10,7022.0,372.0,8.0,1.0,5,2907.0
0,2,1,10,15286.33,222.0,7.0,1.0,5,3841.9999999999995
1,4,1,10,25213.0,526.0,7.0,1.0,5,978.5
0,2,1,10,14336.0,552.0,8.0,1.0,5,2229.5
0,2,1,10,9850.0,630.0,8.0,1.0,5,2323.0
0,2,1,10,14574.0,604.0,7.0,2.0,5,2586.5
0,2,1,10,8150.0,432.0,5.0,0.0,5,2881.0
0,5,1,23,78757.0,1036.9352345403443,16.0,2.0,2,1264.3067409880978
0,5,1,23,20664.0,611.1883384430557,13.0,1.0,0,591.9859497925323
0,2,1,23,14539.0,747.8559129195597,17.0,1.0,0,416.51585966093785
0,5,1,23,19414.71,671.1574869684957,12.0,2.0,2,2259.9999999999936
0,3,1,23,64761.8,1526.6067425161134,27.0,3.0,2,1441.8394264654905
0,7,1,23,398.0,-37.90978315867716,1.0,0.0,2,1248.8040201005017
0,13,1,23,1274.0,4.681553631745047,2.0,0.0,2,827.8905965463098
0,5,1,23,19133.0,487.2534034311876,10.0,1.0,0,367.640574922907
0,3,1,23,25450.0,548.8861340506774,11.0,1.0,2,1230.8746345776017
0,3,1,23,1193.0,330.7088242730306,5.0,2.0,0,989.7442749371307
0,3,1,23,444.0,249.03626243829072,3.0,2.0,6,892.6504279279254
1,14,1,23,32000.0,413.7058950598108,7.0,1.0,7,0.22341875
1,11,1,2,278.5,5.0,2.02147114819495,0.1796541303300333,4,2987.2418425587625
1,11,1,2,278.5,5.0,2.02147114819495,0.1796541303300333,3,2638.498977752943
1,11,1,2,278.5,5.0,2.02147114819495,0.1796541303300333,4,2789.6682135942383
1,11,1,2,235.81,5.0,2.020533645010481,0.17971626087435572,4,3224.8713450674513
1,11,1,2,235.81,5.0,2.020533645010481,0.17971626087435572,3,2740.8021025842836
1,11,1,2,235.81,5.0,2.020533645010481,0.17971626087435572,4,3015.7612947458724
1,11,1,2,238.43,5.0,2.0205911820998064,0.17971244775591755,4,3843.82449338663
1,11,1,2,238.43,5.0,2.0205911820998064,0.17971244775591755,3,3215.2582359706635
1,11,1,2,238.43,5.0,2.0205911820998064,0.17971244775591755,4,3611.250691361608
1,11,1,2,258.38,5.0,2.0210292984860834,0.17968341275101635,4,2549.7270018620893
1,11,1,2,258.38,5.0,2.0210292984860834,0.17968341275101635,3,2130.1938491499263
1,11,1,2,258.38,5.0,2.0210292984860834,0.17968341275101635,4,2421.909244182306
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,4,2254.1201786707124
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,3,1902.4226740389415
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,4,2151.4093703928593
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,4,2219.3485421469222
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,3,1874.5336071592856
1,11,1,2,269.61,5.0,2.0212759173842234,0.17966706873572608,4,2122.578642800148
1,4,1,2,887.0,24.0,2.3257497545893733,0.19951377012591914,4,2229.716232997275
1,4,1,2,887.0,24.0,2.3257497545893733,0.19951377012591914,3,2050.6161766456876
1,4,1,2,887.0,24.0,2.3257497545893733,0.19951377012591914,4,2100.8457497358672
1,4,1,2,33510.0,780.0,14.617549293355445,0.9774769574659629,4,3103.1592230199703
1,4,1,2,33510.0,780.0,14.617549293355445,0.9774769574659629,3,2926.0411065021312
1,4,1,2,33510.0,780.0,14.617549293355445,0.9774769574659629,4,2808.494718740819
1,4,1,2,21765.0,591.0,11.465776890396022,0.7882099145829138,4,2076.5836183042593
1,4,1,2,21765.0,591.0,11.465776890396022,0.7882099145829138,3,1900.7825825513269
1,4,1,2,21765.0,591.0,11.465776890396022,0.7882099145829138,4,1982.6629647940138
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,4,2146.253456837552
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,3,1964.8998719552296
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,4,2021.3113583430832
1,4,1,2,1137.0,24.0,2.3312399348685333,0.19914992294670608,4,2332.826302445178
1,4,1,2,1137.0,24.0,2.3312399348685333,0.19914992294670608,3,2042.7343313264432
1,4,1,2,1137.0,24.0,2.3312399348685333,0.19914992294670608,4,2219.8769925641395
1,4,1,2,2255.0,48.0,2.7232642411968713,0.2237273168834848,4,2742.755719860055
1,4,1,2,2255.0,48.0,2.7232642411968713,0.2237273168834848,3,2372.464134906414
1,4,1,2,2255.0,48.0,2.7232642411968713,0.2237273168834848,4,2526.4348821272933
1,4,1,2,1035.0,26.0,2.3596226263246307,0.20148208247267663,4,3277.1289529913115
1,4,1,2,1035.0,26.0,2.3596226263246307,0.20148208247267663,3,3094.2944020865807
1,4,1,2,1035.0,26.0,2.3596226263246307,0.20148208247267663,4,3033.0896971736042
1,4,1,2,1281.0,33.0,2.4722043612543048,0.20876704141731164,4,2678.20629613016
1,4,1,2,1281.0,33.0,2.4722043612543048,0.20876704141731164,3,2337.875971939782
1,4,1,2,1281.0,33.0,2.4722043612543048,0.20876704141731164,4,2492.540980710106
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,4,2329.3740181371563
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,3,2008.8895538288536
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,4,2242.146771049136
1,4,1,2,455.0,12.0,2.132526613007018,0.18704023879048953,4,2762.125652746067
1,4,1,2,455.0,12.0,2.132526613007018,0.18704023879048953,3,2357.7841602697117
1,4,1,2,455.0,12.0,2.132526613007018,0.18704023879048953,4,2674.8524829431335
1,4,1,2,202.0,3.0,1.9891684680195327,0.17758175769002085,4,2344.8678871027582
1,4,1,2,202.0,3.0,1.9891684680195327,0.17758175769002085,3,2150.0933317327444
1,4,1,2,202.0,3.0,1.9891684680195327,0.17758175769002085,4,2251.965468488999
1,4,1,2,291.5,8.0,2.067690665084458,0.18291077509199166,4,3920.638388609026
1,4,1,2,291.5,8.0,2.067690665084458,0.18291077509199166,3,3723.8207903474063
1,4,1,2,291.5,8.0,2.067690665084458,0.18291077509199166,4,3634.0384976540176
1,4,1,2,950.0,24.0,2.3271332800197215,0.19942208063675743,4,2426.9191944338572
1,4,1,2,950.0,24.0,2.3271332800197215,0.19942208063675743,3,2236.6777484765466
1,4,1,2,950.0,24.0,2.3271332800197215,0.19942208063675743,4,2274.591064558006
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,4,2412.211355437686
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,3,2207.1762843440492
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,4,2319.349667003469
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,4,2124.62860827236
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,3,1943.3106521563095
1,4,1,2,3600.0,90.0,3.3958777963086364,0.26762772647320265,4,2006.3940876233755
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,4,2300.954460942962
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,3,1985.4858662936417
1,4,1,2,2230.0,33.0,2.493045085593997,0.20738587752501894,4,2218.777951019822
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,4,2385.1039631841422
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,3,2180.1844797763356
1,4,1,2,190.0,3.0,1.988904939366133,0.17759922235462308,4,2297.6682687188368
1,10,1,2,237.01,5.0,2.0205599978758206,0.1797145144078955,4,2298.2886550940298
1,10,1,2,237.01,5.0,2.0205599978758206,0.1797145144078955,3,2014.8703397881359
1,10,1,2,237.01,5.0,2.0205599978758206,0.1797145144078955,4,2204.3224546371725
1,10,1,2,193.35,4.0,2.004289850286871,0.17868620174084743,4,2434.39932752183
1,10,1,2,193.35,4.0,2.004289850286871,0.17868620174084743,3,2106.5102041613945
1,10,1,2,193.35,4.0,2.004289850286871,0.17868620174084743,4,2328.34071629676
1,10,1,2,185.31,3.0,1.988801943584096,0.17760604812770514,4,3513.9309374138406
1,10,1,2,185.31,3.0,1.988801943584096,0.17760604812770514,3,3056.3711239945933
1,10,1,2,185.31,3.0,1.988801943584096,0.17760604812770514,4,3267.4966296571833
1,10,1,2,223.98,4.0,2.0049625071746737,0.17864162318445026,4,2250.9786713256885
1,10,1,2,223.98,4.0,2.0049625071746737,0.17864162318445026,3,1963.5283829627351
1,10,1,2,223.98,4.0,2.0049625071746737,0.17864162318445026,4,2133.7378961833674
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,4,2050.4479456916347
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,3,1795.7602766697728
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,4,1956.6211341286432
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,4,2018.296370140765
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,3,1767.0603783053102
1,10,1,2,233.71,4.0,2.0051761849911385,0.1786274622522353,4,1929.8504339383912
1,8,1,2,225.94,4.0,2.0050055501880624,0.17863877062256522,4,2077.2418338345447
1,8,1,2,225.94,4.0,2.0050055501880624,0.17863877062256522,3,1807.5386381017936
1,8,1,2,225.94,4.0,2.0050055501880624,0.17863877062256522,4,1990.977350786838
1,8,1,2,198.77,4.0,2.0044088773953233,0.1786783135340021,4,2196.2688551685114
1,8,1,2,198.77,4.0,2.0044088773953233,0.1786783135340021,3,1898.8456218117133
1,8,1,2,198.77,4.0,2.0044088773953233,0.1786783135340021,4,2107.1978934737735
1,8,1,2,168.3,3.0,1.988428391717902,0.1776308042897788,4,2393.2854843051027
1,8,1,2,168.3,3.0,1.988428391717902,0.1776308042897788,3,2087.3288939724953
1,8,1,2,168.3,3.0,1.988428391717902,0.1776308042897788,4,2265.3186470181645
1,8,1,2,191.58,4.0,2.0042509798104944,0.17868877777887626,4,2196.2155063926766
1,8,1,2,191.58,4.0,2.0042509798104944,0.17868877777887626,3,1931.7654496861162
1,8,1,2,191.58,4.0,2.0042509798104944,0.17868877777887626,4,2094.2635876831273
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,4,2026.2704672724224
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,3,1786.784083531031
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,4,1942.7345485187993
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,4,1998.6794717059845
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,3,1761.898488391535
1,8,1,2,199.91,4.0,2.004433912617396,0.1786766543908649,4,1919.8477883490416
1,4,1,8,3537.0,109.92339978520104,3.7011899034780926,0.28961636670210844,0,509.07167429499157
1,4,1,8,2500.0,94.4916521753907,3.4427529427227292,0.274329936154057,0,648.482
1,4,1,8,2794.0,98.86670887479693,3.5160224378645584,0.2786637939950668,0,712.2017786012141
1,4,1,8,6060.0,147.4685292158197,4.329961795460527,0.3268079426642433,0,669.1693990263165
1,4,1,8,2280.0,91.21780022345408,3.387925429351292,0.27108691327983203,0,666.9335
1,4,1,8,6066.0,147.55781608723612,4.331457091279747,0.32689638874263127,7,580.2251933014136
1,4,1,8,11032.0,221.45758332958727,5.569063597654999,0.4001002596217282,7,587.0000000000001
1,4,1,8,2678.0,97.14049602741215,3.487113385359619,0.27695383647956634,7,455.245
1,4,1,8,4646.0,126.42658985200885,3.9775704140641093,0.30596415019081535,0,570.0
1,4,1,8,1886.0,85.3546290004403,3.289734337222446,0.26527895413235636,0,619.0
0,7,1,8,135513.0,2073.877423461509,36.59171674306335,2.2350763069235526,7,478.5
0,7,1,8,9110.0,192.85602218585015,5.090070503564538,0.37176803251145346,7,576.55
0,7,1,8,2573.0,95.57797577762423,3.4609457085232513,0.2754060301077771,0,940.4999999999999
0,7,1,8,42246.0,685.9576507284496,13.348090881182415,0.8602262414219962,7,741.3
0,7,1,8,2493.0,94.3874841587382,3.441008430933638,0.2742267490626044,7,1458.62455
0,7,1,8,884.8,70.45562639008148,3.0402193081884343,0.2505202518520197,2,886.8649000000001
0,7,1,8,1941.6,86.18202067556612,3.303590745147228,0.2660985544587514,8,979.9483999999991
0,7,1,8,488.1,64.55227607493032,2.941355332940939,0.24467249196926943,0,2912.3279
0,7,1,8,8168.0,178.83798337346693,4.855309059946839,0.3578819982045446,7,1091.3999999999999
0,7,1,8,5483.6,138.89103710174572,4.186313710427362,0.31831122273377377,7,978.4885
0,9,1,8,1488.0,79.43193319648225,3.1905463812141193,0.259412030932622,3,582.25
0,9,1,8,14333.0,270.58024375387265,6.391725514196423,0.4487603437481676,0,757.49
0,9,1,8,10503.0,213.58545749970338,5.437228349593681,0.39230226371052346,7,763.8999999999995
0,9,1,8,2300.0,91.51542312817563,3.392909748748696,0.27138173354112516,7,541.0
0,9,1,8,6501.0,154.03111426492896,4.439866038173269,0.33330872942575795,0,394.5
0,9,1,8,2919.0,100.72685202930637,3.5471744340983298,0.2805064206281491,0,776.5
0,9,1,8,5781.0,143.31668969495465,4.26043053986675,0.3226952000192034,7,743.5
0,9,1,8,9173.0,193.7935343357229,5.1057711096663585,0.37269671633452695,8,644.9999999999999
0,9,1,8,2015.0,87.27429673589404,3.3218831973356973,0.2671805448176973,3,504.0
0,9,1,8,5575.0,140.25117377632307,4.209092050073496,0.3196585513278837,0,1040.5
0,5,1,8,23660.0,409.3766853707493,8.716162865175477,0.5862497726022426,0,790.0
0,5,1,8,9481.0,198.37692706843413,5.182529628386369,0.3772369483584419,0,662.0000000000001
0,5,1,8,10798.0,217.97539534434563,5.510747060705381,0.39665086256459786,7,733.5000000000001
0,5,1,8,36000.0,593.0100175839217,11.791487933373347,0.7681538738201357,0,642.0
0,5,1,8,10015.0,206.32345862449844,5.315610956297038,0.3851086493349698,0,751.5
0,5,1,8,55250.0,879.4720633783761,16.588895353374074,1.0519183753148227,0,776.5
0,5,1,8,11416.0,227.17194310024033,5.664762530085143,0.40576080863855724,0,882.0
0,5,1,8,21821.0,382.0102592816065,8.25785469658424,0.5591410495763347,0,676.0
0,5,1,8,7145.0,163.6145717969616,4.600361122769657,0.3428019418393984,0,682.0
0,5,1,8,6280.0,150.74238116775626,4.384789308831962,0.33005096553846835,7,542.9999999999999
1,11,1,8,183.0,4.0,2.0,0.0,3,654.9999999999995
1,11,1,8,138.0,3.0,1.0,0.0,3,749.9999999999997
1,11,1,8,155.0,4.0,1.0,0.0,3,520.0
1,11,1,8,142.0,4.0,1.0,0.0,3,704.9999999999998
1,10,1,8,169.0,3.0,1.0,0.0,3,654.9999999999998
1,11,1,8,242.0,2.0,1.0,0.0,5,889.9999999999999
1,11,1,8,230.0,6.0,1.0,0.0,3,579.9999999999998
1,11,1,8,168.0,6.0,1.0,0.0,2,869.9999999999995
1,11,1,8,149.0,2.0,1.0,0.0,3,644.9999999999997
1,11,1,8,195.0,6.0,2.0,0.0,3,519.9999999999999
1,11,1,8,179.0,2.0,1.0,0.0,0,764.9999999999997
1,11,1,8,195.0,4.0,1.0,0.0,3,599.9999999999998
1,11,1,8,227.0,2.0,1.0,0.0,2,565.0
1,11,1,8,276.0,4.0,2.0,0.0,0,689.9999999999995
1,11,1,8,264.0,4.0,1.0,0.0,6,254.9999999999957
1,11,1,8,147.0,3.0,1.0,0.0,3,584.999999999998
0,3,1,8,3134.0,54.0,3.0,0.0,0,1299.9999999999995
1,4,1,8,2930.0,68.0,6.0,0.0,0,1004.9999999999995
1,4,1,8,2866.0,68.0,6.0,0.0,0,1044.2506984508602
0,2,1,16,3537.0,109.92339978520104,3.7011899034780926,0.28961636670210844,7,259.13768730562623
1,4,1,16,127.0,59.178694530183435,2.8513634462208213,0.23934951215162104,7,331.41732283464506
1,4,1,16,127.0,59.178694530183435,2.8513634462208213,0.23934951215162104,7,510.92125984251965
0,5,1,16,12994.0,250.6543902827676,6.05802533054027,0.42902212725458916,7,241.31907034015697
1,8,1,16,127.0,59.178694530183435,2.8513634462208213,0.23934951215162104,7,282.52125984251956
0,6,1,16,57012.0,905.6926412843411,17.02801389228531,1.0778920403347518,7,254.0377464393463
1,4,1,16,14544.0,273.7201653986847,6.444310083839028,0.45187069750481074,7,302.6636413641365
1,4,1,16,5343.0,136.79874808155347,4.151273945063615,0.3162386362968827,7,415.5556803294028
0,5,1,16,6826.0,158.86748646665356,4.520861228381074,0.3380995586717721,7,223.84998535013173
1,11,1,16,146.0,59.46143628966885,2.8560985496483546,0.23962959139984957,7,323.81506849315014
1,4,1,16,3615.0,111.08412911361495,3.7206287491279664,0.2907661657211519,7,434.91009681881036
1,11,1,16,105.0,58.85130933498979,2.845880694883678,0.23902520986419856,7,541.5238095238091
1,11,1,16,180.0,59.96739522769545,2.8645718926239403,0.24013078584404798,7,345.7277777777776
1,11,1,16,264.0,61.217411427525775,2.8855060340930345,0.24136903094147938,7,355.34090917500004
1,11,1,16,92.0,58.657854446920766,2.842640887275365,0.23883357669435795,7,421.63043474999927
1,4,1,16,26006.0,444.2878520945826,9.30082353049089,0.620832189251933,7,413.5699454249993
0,5,1,16,4950.0,130.95045800377585,4.05333206890464,0.31044541816247173,7,388.9090908999995
0,5,1,16,26255.0,447.9932572583655,9.362878306988563,0.6245027015050332,7,343.09655305
0,9,1,16,1173.0,74.74437244711845,3.112043350705017,0.2547686118172544,7,304.5950553999996
0,9,1,16,6880.0,159.67106830940165,4.534318890754063,0.3388955733772637,7,235.88662795000005
0,5,1,16,409.0,63.37517748675674,2.921642349724209,0.24350647783585494,7,284.81662594999995
0,5,1,16,3327.0,106.7983592856252,3.6488545498053577,0.28652075395853005,7,261.52690114999996
1,4,1,16,2148.0,89.25348905229211,3.3550289213284294,0.26914109955529697,7,396.77374305
1,4,1,16,2071.0,88.1076408691143,3.3358392916484276,0.2680060415493183,7,454.27329794999997
1,4,1,16,1134.0,74.16400778291151,3.1023239278800805,0.25419371230773274,7,401.410934775
1,4,1,16,11339.0,226.02609491706252,5.645572900405141,0.4046257506325784,7,356.94505695
1,4,1,16,124.0,59.13405109447521,2.850615798311211,0.2393052891124271,7,318.33064515
1,4,1,16,2826.0,99.34290552235134,3.5239973489004037,0.2791355064131359,7,507.583156425
0,7,1,16,12013.0,236.05598680617751,5.813544464097635,0.4145611934381587,7,336.51044705
1,4,1,16,400.0,63.24124717963204,2.919399405995377,0.24337380871827297,7,314.98999995
1,4,1,16,3269.0,105.93525286193281,3.634400023552888,0.2856657752007798,7,379.990822875
0,7,1,16,11338.0,226.01121377182645,5.645323684435271,0.40461100961951385,7,343.0940201
0,7,1,16,2008.0,87.17012871924155,3.3201386855466066,0.26707735772624475,7,344.32270915000004
0,2,1,16,2454.0,93.80711949453124,3.4312890081087017,0.2736518495530827,7,294.37652814999996
0,2,1,16,3988.0,116.63479628667113,3.813586305889539,0.2962645635942697,7,359.05215644999953
0,0,1,16,18250.0,328.8696896435806,7.367904468177869,0.5065008919224372,7,317.63835614999937
0,12,1,16,2133.0,89.03027187375099,3.3512906817803776,0.2689199843593271,7,422.69104545000005
0,12,1,16,3400.0,107.88468288785873,3.6670473156058803,0.28759684791225015,7,733.1470588499998
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,275.15923567499993
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,277.707006375
1,8,1,16,161.0,59.68465346821,2.859836789196407,0.23985070659581947,7,282.844720425
1,8,1,16,170.0,59.81858377533467,2.8620797329252383,0.2399833757134014,7,293.38235287500004
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,283.94904457499996
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,222.48089174999998
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,221.843949075
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,226.66878974999986
1,8,1,16,157.0,59.6251288872657,2.8588399253169263,0.23979174254356084,7,278.2165605
1,11,1,13,-84.43013439657966,5.0,2.0,0.0,3,307.99999999999943
1,4,0,5,4443.3,595.3585035601573,15.0,0.6330396711921555,7,1425.0
1,4,0,5,4443.3,595.3585035601573,15.0,0.6330396711921555,7,1315.0000000000002
1,4,0,5,4443.3,595.3585035601573,15.0,0.6330396711921555,7,1590.0
